,Unnamed: 0,Unnamed: 1,Unnamed: 2,الصادرات حسب الاصناف,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,R
0,,,,Exports According to commodities,,,,,,,,,,,,
1,,الوزن الف طن,القيمة (مليون ريال),عام  2018  Year,,,,,,,,,Weight Thousands Tons,Value (Millions S R),,
2,رمز السلعة,السلعة,مجموعة الدول,صادرات     Export,,,إعادة     ReExport,,,المجموع     Total,,,Country Group,Commodity,Commodity Code,
3,,,,الكمية,وزن,قيمة,الكمية,وزن,قيمة,الكمية,وزن,قيمة,,,,
4,,,,Units,Weight,Value,Units,Weight,Value,Units,Weight,Value,,,,
5,01012910,خيول للرياضة,دول مجلس التعاون الخليجي,263,0,1,145,0,1,408,0,1,Gulf Cooperation Council,HORSES FOR SPORT,01012910,
6,01012910,خيول للرياضة,دول الجامعة العربية الاخرى,32,0,0,22,0,0,54,0,1,Other Arab League Countries,HORSES FOR SPORT,01012910,
7,01041010,حيوانات من فصيله الضان اصيله للانسال,دول مجلس التعاون الخليجي,44094,1,24,88814,2,40,132908,3,65,Gulf Cooperation Council,PURE-BRED BREEDING SHEEP,01041010,
8,01041010,حيوانات من فصيله الضان اصيله للانسال,دول الجامعة العربية الاخرى,0,0,0,2983,0,2,2983,0,2,Other Arab League Countries,PURE-BRED BREEDING SHEEP,01041010,
9,01041090,حيوانات من فصيله الضان اخر,دول الجامعة العربية الاخرى,0,0,0,1190,0,1,1190,0,1,Other Arab League Countries,OTHER SHEEP,01041090,
10,01041090,حيوانات من فصيله الضان اخر, مجموعات دول أخرى ,590,0,0,0,0,0,590,0,0,Other Country Groups,OTHER SHEEP,01041090,
11,01059490,غيرهـا من ديوك ودجاجات من جنسجالوس دوميستكوس,دول مجلس التعاون الخليجي,0,0,6,0,0,0,0,0,6,Gulf Cooperation Council,Other Fowls of the species Gallus domesticus,01059490,
12,01059490,غيرهـا من ديوك ودجاجات من جنسجالوس دوميستكوس,دول الجامعة العربية الاخرى,0,0,21,0,0,0,0,0,21,Other Arab League Countries,Other Fowls of the species Gallus domesticus,01059490,
13,01059490,غيرهـا من ديوك ودجاجات من جنسجالوس دوميستكوس, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,Other Fowls of the species Gallus domesticus,01059490,
14,01061310,جمال أصيلة للانسال,دول مجلس التعاون الخليجي,418,0,1,2147,1,11,2565,1,12,Gulf Cooperation Council,Pure-bred breeding camels,01061310,
15,01061310,جمال أصيلة للانسال, مجموعات دول أخرى ,5,0,0,0,0,0,5,0,0,Other Country Groups,Pure-bred breeding camels,01061310,
16,01061320,جمال للمسابقات الرياضية والمزاينة,دول مجلس التعاون الخليجي,24602,7,169,13231,3,53,37833,10,222,Gulf Cooperation Council,Camels for sport and beauty contests,01061320,
17,01061320,جمال للمسابقات الرياضية والمزاينة, مجموعات دول أخرى ,0,0,0,50,0,0,50,0,0,Other Country Groups,Camels for sport and beauty contests,01061320,
18,02022000,قطع أخر بعظمها من لحوم فصيلة الأبقار مجمدة,دول مجلس التعاون الخليجي,0,0,0,0,0,1,0,0,1,Gulf Cooperation Council,OTHER CUTS WITH BONE IN OF FROZEN BOVINE ANIMALS,02022000,
19,02022000,قطع أخر بعظمها من لحوم فصيلة الأبقار مجمدة,دول اسيوية عدا العربية والاسلامية,0,0,0,0,0,5,0,0,5,"Asian not Arabic ,not Islamic",OTHER CUTS WITH BONE IN OF FROZEN BOVINE ANIMALS,02022000,
20,02023010,مفروم بقري وإن كان على هيئة أقراص (برغر),دول مجلس التعاون الخليجي,0,0,1,0,0,0,0,0,2,Gulf Cooperation Council,MINCED MEAT OF BOVINE ANIMALS,02023010,
21,02023010,مفروم بقري وإن كان على هيئة أقراص (برغر),دول الجامعة العربية الاخرى,0,0,1,0,0,0,0,0,1,Other Arab League Countries,MINCED MEAT OF BOVINE ANIMALS,02023010,
22,02023090,غيرها من لحم بقري بدون عظام,دول مجلس التعاون الخليجي,0,2,36,0,0,3,0,2,39,Gulf Cooperation Council,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090,
23,02023090,غيرها من لحم بقري بدون عظام,دول الجامعة العربية الاخرى,0,1,6,0,0,1,0,1,6,Other Arab League Countries,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090,
24,02023090,غيرها من لحم بقري بدون عظام,دول اسيوية عدا العربية والاسلامية,0,0,0,0,1,7,0,1,7,"Asian not Arabic ,not Islamic",BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090,
25,02023090,غيرها من لحم بقري بدون عظام, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,BONELESS MEAT OF FROZEN BOVINE ANIMALS,02023090,
26,02041000,ذبائح كاملة وأنصاف ذبائح حملان، طازجة أو مبردة,دول الجامعة العربية الاخرى,0,0,0,0,0,1,0,0,1,Other Arab League Countries,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",02041000,
27,02041000,ذبائح كاملة وأنصاف ذبائح حملان، طازجة أو مبردة,دول اسلامية عدا العربية,0,0,0,0,0,1,0,0,1,Islamic not Arabic countries,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",02041000,
28,02041000,ذبائح كاملة وأنصاف ذبائح حملان، طازجة أو مبردة, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,"CARCASSES AND HALF-CARCASSES OF LAMB, FRESH",02041000,
29,02044100,ذبائح كاملة وأنصاف ذبائح من فصيلة الضأن، مجمدة,دول الجامعة العربية الاخرى,0,0,0,0,1,2,0,1,2,Other Arab League Countries,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",02044100,
30,02044100,ذبائح كاملة وأنصاف ذبائح من فصيلة الضأن، مجمدة, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,"CARCASSES AND HALF-CARCASSES OF SHEEP, FROZEN",02044100,
31,02044390,غيرها من لحم ضأن بدون عظم,دول الجامعة العربية الاخرى,0,1,3,0,0,0,0,1,3,Other Arab League Countries,"BONELESS SHEEP MEAT ,FROZEN",02044390,
32,02044390,غيرها من لحم ضأن بدون عظم, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,"BONELESS SHEEP MEAT ,FROZEN",02044390,
33,02045032,لحوم بدون عظم من فصائل الماعز مجمدة,دول مجلس التعاون الخليجي,0,0,1,0,0,0,0,0,1,Gulf Cooperation Council,FROZEN BONELESS GOAT MEAT,02045032,
34,02068090,احشاء واطراف طازجه من فصائل اخرى,دول مجلس التعاون الخليجي,0,0,3,0,0,0,0,0,3,Gulf Cooperation Council,FRESH OFFAL OF OTHER ANIMALS,02068090,
35,02071100,لحوم وأحشاء وأطراف دجاج (جالوس دوميستكوس) غير مقطعة مبردة,دول مجلس التعاون الخليجي,0,12,183,0,0,0,0,12,183,Gulf Cooperation Council,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",02071100,
