,Unnamed: 0,Unnamed: 1,Unnamed: 2,الصادرات حسب الاصناف,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,R
82,03061600,ربيان و جمبرى ،مجمدة,دول مجلس التعاون الخليجي,0,0,0,0,0,4,0,0,4,Gulf Cooperation Council,"SHRIMPS AND PRAWNS, FROZEN",03061600,
83,03061600,ربيان و جمبرى ،مجمدة,دول الجامعة العربية الاخرى,0,0,1,0,0,0,0,0,1,Other Arab League Countries,"SHRIMPS AND PRAWNS, FROZEN",03061600,
84,03061600,ربيان و جمبرى ،مجمدة,دول اسيوية عدا العربية والاسلامية,0,1,33,0,0,0,0,1,33,"Asian not Arabic ,not Islamic","SHRIMPS AND PRAWNS, FROZEN",03061600,
85,03061700,ربيان وجمبرى، مجمد,دول مجلس التعاون الخليجي,0,2,17,0,0,1,0,2,18,Gulf Cooperation Council,"SHRIMPS AND PRAWNS, FROZEN",03061700,
86,03061700,ربيان وجمبرى، مجمد,دول الجامعة العربية الاخرى,0,1,11,0,0,0,0,1,11,Other Arab League Countries,"SHRIMPS AND PRAWNS, FROZEN",03061700,
87,03061700,ربيان وجمبرى، مجمد,دول اسيوية عدا العربية والاسلامية,0,35,803,0,0,1,0,35,804,"Asian not Arabic ,not Islamic","SHRIMPS AND PRAWNS, FROZEN",03061700,
88,03061700,ربيان وجمبرى، مجمد,دول افريقية عدا العربية والاسلامية,0,0,8,0,0,0,0,0,8,"African not Arabic,not Islamic","SHRIMPS AND PRAWNS, FROZEN",03061700,
89,03061700,ربيان وجمبرى، مجمد,دول استراليا وجزر الباسفيك,0,0,1,0,0,0,0,0,1,Australia and Oceania,"SHRIMPS AND PRAWNS, FROZEN",03061700,
90,03061700,ربيان وجمبرى، مجمد,دول امريكا الشمالية,0,0,1,0,0,0,0,0,1,North America,"SHRIMPS AND PRAWNS, FROZEN",03061700,
91,03061700,ربيان وجمبرى، مجمد,دول الاتحاد الأوروبي,0,0,13,0,0,0,0,0,13,European Union,"SHRIMPS AND PRAWNS, FROZEN",03061700,
92,03062900,غيرها من قشريات,دول مجلس التعاون الخليجي,0,0,2,0,0,0,0,0,2,Gulf Cooperation Council,OTHER CRUSTACEANS,03062900,
93,03062900,غيرها من قشريات,دول الجامعة العربية الاخرى,0,0,2,0,0,0,0,0,2,Other Arab League Countries,OTHER CRUSTACEANS,03062900,
94,03074900,غيرها من الحبار,دول اسيوية عدا العربية والاسلامية,0,0,6,0,0,0,0,0,6,"Asian not Arabic ,not Islamic",OTHER CUTTLE FISH,03074900,
95,03074900,غيرها من الحبار, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,OTHER CUTTLE FISH,03074900,
96,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول مجلس التعاون الخليجي,0,8,31,0,0,0,0,8,31,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030,
97,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول الجامعة العربية الاخرى,0,19,51,0,0,0,0,19,51,Other Arab League Countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030,
98,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%,دول اسلامية عدا العربية,0,1,3,0,0,0,0,1,3,Islamic not Arabic countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030,
99,04011030,حليب طويل الاجل بعبوات تزيدعن لترواحدنسبة الدسم لاتزيد عن 1%, مجموعات دول أخرى ,0,0,1,0,0,0,0,0,1,Other Country Groups,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030,
100,04011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,دول مجلس التعاون الخليجي,0,59,267,0,0,1,0,60,267,Gulf Cooperation Council,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090,
101,04011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,دول الجامعة العربية الاخرى,0,12,40,0,0,0,0,13,41,Other Arab League Countries,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090,
102,04011090,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090,
103,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول مجلس التعاون الخليجي,0,27,111,0,0,0,0,27,111,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
104,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول الجامعة العربية الاخرى,0,1,5,0,0,0,0,1,5,Other Arab League Countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
105,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول اسلامية عدا العربية,0,0,1,0,0,0,0,0,1,Islamic not Arabic countries,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
106,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول اسيوية عدا العربية والاسلامية,0,1,3,0,0,0,0,1,3,"Asian not Arabic ,not Islamic",LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
107,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول افريقية عدا العربية والاسلامية,0,0,1,0,0,0,0,0,1,"African not Arabic,not Islamic",LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
108,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%,دول الاتحاد الأوروبي,0,1,3,0,0,0,0,1,3,European Union,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
109,04012030,حليب طويل الاجل بعبوات تزبدعن لترواحدنسبة الدسم من 1%الى 6%, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030,
110,04012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا,دول الجامعة العربية الاخرى,0,1,3,0,0,0,0,1,3,Other Arab League Countries,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090,
111,04012090,غيرهامن حليب طويل الاجل سعة 1لترنسبة الدسم لايزيد 6%وزنا, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090,
112,04014030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول مجلس التعاون الخليجي,0,22,70,0,0,0,0,22,70,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04014030,
113,04014030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04014030,
114,04014090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا, مجموعات دول أخرى ,0,0,1,0,0,0,0,0,1,Other Country Groups,OTHER MILK AND CREAM FAT MORE THAN 6%.,04014090,
115,04015030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول مجلس التعاون الخليجي,0,5,17,0,0,0,0,5,17,Gulf Cooperation Council,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04015030,
116,04015030,حليب طويل الاجل بعبوات تزبدعن لترواحد نسبة الدسم أكثر من 6%,دول الجامعة العربية الاخرى,0,1,4,0,0,0,0,1,4,Other Arab League Countries,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04015030,
117,04015090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول مجلس التعاون الخليجي,0,17,62,0,0,0,0,17,62,Gulf Cooperation Council,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090,
118,04015090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا,دول الجامعة العربية الاخرى,0,3,17,0,0,0,0,3,17,Other Arab League Countries,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090,
119,04015090,غيرهامن البان وقشدة بنسبة دسم تتجاوز6% وزنا, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090,
120,04021010,حليب باشكال صلبه بنسبة دسم لا تزيد عن 1% معد للصناعه,دول مجلس التعاون الخليجي,0,1,13,0,0,0,0,1,13,Gulf Cooperation Council,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,04021010,
121,04021010,حليب باشكال صلبه بنسبة دسم لا تزيد عن 1% معد للصناعه,دول الجامعة العربية الاخرى,0,1,12,0,0,0,0,1,12,Other Arab League Countries,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,04021010,
122,04021010,حليب باشكال صلبه بنسبة دسم لا تزيد عن 1% معد للصناعه, مجموعات دول أخرى ,0,0,0,0,0,0,0,0,0,Other Country Groups,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,04021010,
