,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,الفهرس
0,,,,,,,
1,الواردات حسب الدول,,,,,,
2,مرتبة,الدول,الربع الرابع,الربع الثالث,الربع الرابع,,
87,83,البوسنة والهرسك,13.188082000000001,24.211180000000002,27.265836999999998,,
88,84,تركيا,1268.787811,45.864681000000004,25.593549,,
89,85,بيرو,14.926960999999999,13.348815,24.513587,,
90,86,تنزانيا,5.449286000000001,16.802203,24.460993,,
91,87,قبرص,36.524726,20.390002,22.372343,,
92,88,نيجيريا,19.372832,10.096329,19.257806,,
93,89,ألبانيا,8.77221,17.847640000000002,19.120909,,
94,90,كازاخستان,26.49285,1.937913,17.878894000000003,,
95,91,زامبيا,33.168101,38.761313,17.539237,,
96,92,أوزباكستان,13.234529,8.260209999999999,17.480464,,
97,93,لاتفيا,191.638454,150.830653,16.038092000000002,,
98,94,اسـتونيا,35.580613,87.778618,15.675556,,
99,95,بيلاروس (روسيا البيضاء),11.797611000000002,7.288875,15.671054999999999,,
100,96,مقدونيا,54.699138999999995,11.510764,15.009222,,
101,97,لبنان,274.84179,55.747400999999996,14.79564,,
102,98,جمهورية الدومينيكان,6.764282000000001,12.549912,14.116117999999998,,
103,99,أوروغواي,7.1869119999999995,5.696087,11.516053,,
104,100,دومينيكا,4.894245,7.1204160000000005,9.932962,,
105,101,باراغواي,52.080283,11.102436,8.780874,,
106,102,أوغندا,5.973294000000001,5.475649,7.9456690000000005,,
107,103,السلفادور,8.317953,8.831154000000002,7.581847,,
108,104,مدغشقر,7.214264999999999,5.7631440000000005,6.685524,,
109,105,سان مارينو,8.528086,2.1810869999999998,5.6327359999999995,,
110,106,ناميبيا,2.533652,1.9966469999999998,4.345198,,
111,107,جمهورية الصومال,13.046049,56.233575,4.169779999999999,,
112,108,أيسلندا,0.556273,0.870929,4.167801,,
113,109,ليختنشتاين,1.574574,3.5423060000000004,4.110316999999999,,
114,110,موريشيوس,5.977639,4.360813,3.835446,,
115,111,غانا,2.3639460000000003,2.8308530000000003,3.548854,,
116,112,هندوراس,4.353015999999999,4.398236,3.49815,,
117,113,بنما,241.025238,20.915059,3.166983,,
118,114,جيبوتي,3.9258450000000003,29.204129000000002,3.030647,,
119,115,أروبا,1.493589,6.958606,2.9462539999999997,,
120,116,جمهورية كوسوفو,-,1.0870549999999999,2.902529,,
121,117,زيمبابوي,3.150997,2.643573,2.812466,,
122,118,اذربيجان,2.0548290000000002,4.042841,2.807648,,
123,119,ساحل العاج (كوت ديفوار),4.80691,8.518817,2.5178049999999996,,
124,120,موزمبيق,14.390137,1.3983880000000002,2.46462,,
125,121,الجزائر,4.597690999999999,117.981636,2.417578,,
126,122,توجو,0.510769,1.767499,2.05354,,
127,123,مكاو,0.39473,1.564129,1.824943,,
128,124,قرغيزستان (قرغيزيا),1.056152,0.005121,1.803018,,
129,125,بوليفيا,2.274094,1.491029,1.779997,,
130,126,الكاميرون,4.803382,4.77157,1.717565,,
131,127,الجابون,4.951026,2.01835,1.513555,,
132,128,رواندا,2.8231640000000002,0.753907,1.4661650000000002,,
133,129,إسواتيني (سوازيلاند),0.645125,1.48833,1.439868,,
134,130,جزر فيرجن البريطانية,0.22155,3.1186679999999996,1.389691,,
135,131,السنغال,0.094375,0.10710800000000001,1.3883860000000001,,
136,132,لاوس,1.088126,5.364474,1.2117339999999999,,
137,133,نيكاراجوا,1.5164999999999997,1.59708,1.1998820000000001,,
138,134,ليسوتو,0.187726,0.038445,1.0166140000000001,,
139,135,غيانا,0.17813700000000002,0.329359,0.9743360000000001,,
140,136,ملاوي,-,1.425079,0.8481810000000001,,
141,137,فنزويلا,0.098228,1.033271,0.815544,,
142,138,ارمينيا,0.528802,1.169086,0.789355,,
143,139,بروناي دار السلام,0.292915,0.454128,0.7338819999999999,,
144,140,كونجو,-,0.085348,0.715577,,
145,141,سيراليون,0.430944,0.573698,0.6862440000000001,,
146,142,موناكو,24.957669,0.561738,0.669824,,
147,143,جزر فيجى,1.044468,1.089308,0.615546,,
148,144,موريتانيا,0.018717,0.015553,0.46222199999999997,,
149,145,جزيرة نورفولك,-,0.13375,0.37875,,
150,146,كوراساو,0.032506,0.085575,0.370466,,
151,,بقية الدول,219.74874699999998,102.83565300000004,9.129419,,
152,,الإجمالي,137228.48713500003,146555.826816,151138.740578,,
