,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,الواردات حسب الأصناف والدول,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
0,,,,,,,Imports by Commodities and Countries,,,,,,,,,
1,,,,,,,,,,,,,,,,
2,,,,,,الوزن طن,القيمة مليون ريال,,عام,,2020,Year,,Value  (Million S R),Weight Tons,
3,,,,,,,,,,,الصادرات,,إعادة الصادرات,,المجموع,
4,,,,,,,,,,,Exports,,ReExports,,Total,
5,,الفصل,,,رقم البند,,,,,,الوزن,القيمة,الوزن,القيمة,الوزن,القيمة
6,,,وصف الفصل,Chapter Description,Item No.,الأصناف,Commodities,,,* سلع ذات وحدات عددية,Weight,Value,Weight,Value,Weight,Value
7,,01,حيوانات حية,LIVE ANIMALS,,,,,,,334369.58900000004,170.86136800000003,198306.016,142.240715,532675.6050000001,313.10208300000005
8,,,,,01012110,خيول من اصل عربي,PURE-BRED BREEDING HORSES OF ARABIC ORIGIN,,,,1,0.000404,0,0,1,0.000404
9,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,*,1,0.000404,0,0,1,0.000404
10,,,,,01012910,خيول للرياضة,HORSES FOR SPORT,,,,191,3.2536400000000003,173,0.719495,364,3.973135
11,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,*,26,2.878887,34,0.108575,60,2.9874620000000003
12,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,23,0.077,30,0.109311,53,0.186311
13,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,*,3,0.001288,0,0,3,0.001288
14,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,139,0.296465,109,0.501609,248,0.798074
15,,,,,01012990,غيرها من خيول,OTHER HORSES,,,,0,0,26,0.041639,26,0.041639
16,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,*,0,0,26,0.041639,26,0.041639
17,,,,,01022100,أبقار أصيلة للانسال,PURE-BRED BREEDING BOVINE ANIMALS,,,,290,3.632425,0,0,290,3.632425
18,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,290,3.632425,0,0,290,3.632425
19,,,,,01022900,غيرها من أبقار,OTHER BOVINE ANIMALS,,,,0,0,120,0.122509,120,0.122509
20,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,0,0,120,0.122509,120,0.122509
21,,,,,01041010,حيوانات من فصيله الضان اصيله للانسال,PURE-BRED BREEDING SHEEP,,,,95099,67.2289,162736,86.400979,257835,153.629879
22,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,0,0,400,0.28,400,0.28
23,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,95099,67.2289,162336,86.120979,257435,153.349879
24,,,,,01041090,حيوانات من فصيله الضان اخر,OTHER SHEEP,,,,25620,21.6495,3145,2.2015,28765,23.851
25,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,0,0,3145,2.2015,3145,2.2015
26,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,25620,21.6495,0,0,25620,21.6495
27,,,,,01042010,ماعزاصيله للانسال,PURE-BRED BREEDING GOATS,,,,0,0,12165,5.796688,12165,5.796688
28,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,0,0,12165,5.796688,12165,5.796688
29,,,,,01042090,غيرها من فصيله الماعز,OTHER GOATS,,,,518,0.10198,0,0,518,0.10198
30,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,518,0.10198,0,0,518,0.10198
31,,,,,01051100,دجاج من فصائل جاللوس، لايزيد وزن الواحده منهاعن 185غرام,"FOWLS OF GALLUS DOMESTICUS, NOT MORE THAN 185 GRAMS",,,,172505,2.061231,0,0,172505,2.061231
32,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,26840,0.361125,0,0,26840,0.361125
33,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,145665,1.700106,0,0,145665,1.700106
34,,,,,01059490,غيرهـا من ديوك ودجاجات من جنسجالوس دوميستكوس,Other Fowls of the species Gallus domesticus,,,,512.589,53.004312999999996,0,0,512.589,53.004312999999996
35,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,160.542,44.4826,0,0,160.542,44.4826
36,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,352.047,8.521713,0,0,352.047,8.521713
37,,,,,01059990,دجاج من فصائل اخرى غير فصيله جاللوس، دوميستيكوس،,"OTHER FOWLS, NOT GALLUS DOMESTICUS",,,,34299,1.929,0,0,34299,1.929
38,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,34299,1.929,0,0,34299,1.929
39,,,,,01061310,جمال أصيلة للانسال,Pure-bred breeding camels,,,,1351,2.4535,3370,13.621193,4721,16.074693
40,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,1351,2.4535,3370,13.621193,4721,16.074693
41,,,,,01061320,جمال للمسابقات الرياضية والمزاينة,Camels for sport and beauty contests,,,,3850,15.401,16031,31.135258,19881,46.536258000000004
42,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,0,0,141,0.298284,141,0.298284
43,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,3850,15.401,15890,30.836974,19740,46.237974
44,,,,,01061390,غيرها من جمال,Other of camels,,,,26,0.035,0,0,26,0.035
45,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,26,0.035,0,0,26,0.035
46,,,,,01061940,كلاب,DOGS,,,,5,0.008808,11,0.019378,16,0.028186000000000003
47,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",*,0,0,1,0.001523,1,0.001523
48,,,,,,,,دول الاتحاد الأوروبي,EUROPEAN UNION,*,2,0.006108,4,0.007135,6,0.013243
49,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,*,0,0,3,0.005112,3,0.005112
50,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,*,0,0,3,0.005608,3,0.005608
51,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,3,0.0027,0,0,3,0.0027
52,,,,,01061990,غيرها من حيوانات,OTHERS ANIMALS,,,,0,0,0.016,0.003508,0.016,0.003508
53,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.006,0.000508,0.006,0.000508
54,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.01,0.003,0.01,0.003
55,,,,,01063100,طيور جارحة (جوارح),BIRDS OF PREY,,,,0,0,449,2.0345,449,2.0345
56,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,0,0,449,2.0345,449,2.0345
57,,,,,01063300,نعام؛ آمو (درومايوس وفيهولنداي),Ostriches; emus (Dromaius novaehollandiae),,,,100,0.1,0,0,100,0.1
58,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,100,0.1,0,0,100,0.1
59,,,,,01063920,طيور الزينة,ORNAMENTAL BIRDS.,,,,0,0,40,0.06675,40,0.06675
60,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,*,0,0,40,0.06675,40,0.06675
61,,,,,01063990,غيرها من طيور حيه,OTHER LIVING BIRDS,,,,1,0.00015,40,0.077318,41,0.077468
62,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,*,0,0,40,0.077318,40,0.077318
63,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,*,1,0.00015,0,0,1,0.00015
64,,,,,01069000,غيرها من الحيوانات الحية,OTHER LIVING ANIMALS,,,,1,0.001517,0,0,1,0.001517
65,,,,,,,,دول امريكا الشمالية,NORTH AMERICA,*,1,0.001517,0,0,1,0.001517
66,,02,لحوم وأحشاء وأطراف صالحة للأكل,MEAT AND EDIBLE MEAT OFFAL,,,,,,,34978.847,497.55368200000004,2426.546,47.281169000000006,37405.39299999999,544.8348509999998
67,,,,,02013000,لحوم بدون عظم من فصيلة الأبقار طازجة,BONELESS MEAT OF FRESH BOVINE ANIMALS,,,,7.837,0.180156,18.139000000000003,0.3734,25.976,0.5535559999999999
68,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.294,0.012026,0.294,0.012026
69,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,0,0,16.765,0.337204,16.765,0.337204
70,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,7.837,0.180156,1.08,0.02417,8.917,0.204326
71,,,,,02022000,قطع أخر بعظمها من لحوم فصيلة الأبقار مجمدة,OTHER CUTS WITH BONE IN OF FROZEN BOVINE ANIMALS,,,,0,0,155.68,1.8414460000000001,155.68,1.8414460000000001
72,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,127.68,1.549808,127.68,1.549808
73,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,28,0.291638,28,0.291638
74,,,,,02023010,مفروم بقري وإن كان على هيئة أقراص (برغر),MINCED MEAT OF BOVINE ANIMALS,,,,526.318,2.910022,5.5,0.033,531.818,2.943022
75,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,197.758,0.951338,5.5,0.033,203.258,0.984338
76,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,328.56,1.958684,0,0,328.56,1.958684
77,,,,,02023090,غيرها من لحم بقري بدون عظام,BONELESS MEAT OF FROZEN BOVINE ANIMALS,,,,2630.974,36.454301,896.297,35.66391,3527.2709999999997,72.118211
78,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,782.601,32.102398,782.601,32.102398
79,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,28.008,0.336096,28.008,0.336096
80,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,0,0,50,2.511113,50,2.511113
81,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0.512,0.029727,0,0,0.512,0.029727
82,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,0,0,27.805,0.347519,27.805,0.347519
83,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,2630.462,36.424574,7.883,0.366784,2638.345,36.791358
84,,,,,02044200,قطع أخر بعظمها من فصيلة الضأن، مجمدة,"OTHER CUTS WITH BONE IN OF SHEEP, FROZEN",,,,0,0,27.374,0.760503,27.374,0.760503
85,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,27.374,0.760503,27.374,0.760503
86,,,,,02044310,مفروم غنم وان كان على هيئة اقراص للبرجر,"MINCED MEAT OF SHEEP, CHOPPED BURGER",,,,325.705,2.2469900000000003,0,0,325.705,2.2469900000000003
87,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,50.382,0.1802,0,0,50.382,0.1802
88,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,275.323,2.06679,0,0,275.323,2.06679
89,,,,,02044390,غيرها من لحم ضأن بدون عظم,"BONELESS SHEEP MEAT ,FROZEN",,,,20.331,0.33022,26.974,0.438902,47.30499999999999,0.769122
90,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,7.895,0.197078,0,0,7.895,0.197078
91,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,12.436,0.133142,26.974,0.438902,39.41,0.572044
92,,,,,02045032,لحوم بدون عظم من فصائل الماعز مجمدة,FROZEN BONELESS GOAT MEAT,,,,0.65,0.00077,0,0,0.65,0.00077
93,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.65,0.00077,0,0,0.65,0.00077
94,,,,,02062200,اكباد من فصيله الابقار، مجمده,"LIVERS OF BOVINE ANIMALS, FROZEN",,,,3,0.01995,0,0,3,0.01995
95,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,3,0.01995,0,0,3,0.01995
96,,,,,02068010,احشاء واطراف طازجه من فصيلتى الضاءن والماعز,FRESH OFFAL OF SHEEP AND GOATS,,,,0.355,0.00122,0,0,0.355,0.00122
97,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.355,0.00122,0,0,0.355,0.00122
98,,,,,02068090,احشاء واطراف طازجه من فصائل اخرى,FRESH OFFAL OF OTHER ANIMALS,,,,0,0,500,1.875,500,1.875
99,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,500,1.875,500,1.875
100,,,,,02069019,غيرها من احشاء واطراف من فصيلتى الضاءن والماعز، مجمده,"OTHER OFFAL OF SHEEP AND GOATS, FROZEN",,,,122.32799999999999,1.313253,22.401,0.126006,144.72899999999998,1.4392589999999998
101,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,24.627,1.078523,0,0,24.627,1.078523
102,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,97.701,0.23473,22.401,0.126006,120.10199999999999,0.360736
103,,,,,02069090,احشاء واطراف مجمده من فصائل اخرى,FROZEN OFFAL OF OTHER ANIMALS,,,,0.04,0.0002,0,0,0.04,0.0002
104,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.04,0.0002,0,0,0.04,0.0002
105,,,,,02071100,لحوم وأحشاء وأطراف دجاج (جالوس دوميستكوس) غير مقطعة مبردة,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",,,,15780.883000000002,242.090757,4.03,0.02315,15784.913,242.11390699999998
106,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,15.7,0.1415,4.03,0.02315,19.73,0.16465
107,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,15765.183,241.949257,0,0,15765.183,241.949257
108,,,,,02071200,لحوم وأحشاء دجاج (جالوس دوميستكوس) غير مقطعة مجمدة,UNCUT FROZEN MEAT AND BOWELS: SEX OF GALLUS DOMESTICUS,,,,4877.633,29.238796,131.456,0.726251,5009.089,29.965047
109,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,891,3.170799,90,0.489375,981,3.660174
110,,,,,,,,دول افريقية عدا العربية والاسلامية,"AFRICAN NOT ARABIC,NOT ISLAMIC",,1863,6.59908,0,0,1863,6.59908
111,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,619.93,3.637476,25,0.1875,644.93,3.824976
112,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,1503.703,15.831441,16.456,0.049376,1520.1589999999999,15.880817
113,,,,,02071300,قطع وأحشاء وأطراف، طازجة أو مبردة (من دجاج جالوس دوميستكوس )," Cuts and offal, fresh or chilled (gallus.domesticus )",,,,5956.1050000000005,138.037027,0.28,0.000351,5956.385,138.037378
114,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0.8,0.0048,0,0,0.8,0.0048
115,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,5955.305,138.032227,0.28,0.000351,5955.585,138.032578
116,,,,,02071400,قطع وأحشاء وأطراف، مجمدة (دجاج جالوس دوميستكوس)," Cuts and offal, frozen(chikens)",,,,4268.986,38.551914000000004,630.665,5.3666160000000005,4899.650999999999,43.918530000000004
117,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,27,0.103275,52.77,0.459503,79.77000000000001,0.562778
118,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,142.72,0.450519,13.25,0.149063,155.97,0.5995820000000001
119,,,,,,,,دول امريكا الجنوبية,SOUTH AMERICA,,0,0,105.75,0.979811,105.75,0.979811
120,,,,,,,,دول اوروبا عدا دول الاتحاد الأوروبي,EUROPE NOT EUROPEAN UNION,,0,0,41.83,0.441084,41.83,0.441084
121,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,4099.266,37.99812,417.065,3.337155,4516.330999999999,41.335275
122,,,,,02076000,غيرهامن لحوم واحشاءواطراف من بط أو أوزأو غرغر مجمدة,"FROZEN MEAT, BWLS & EXTR. OF DUCKS/GEESE/SUD. CHICKEN.",,,,0,0,3,0.018,3,0.018
123,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,3,0.018,3,0.018
124,,,,,02089031,لحوم حمام او مايماثلها طازجه او مبرده,FRESH OR CHILLED PIGEON OR SIMILAR MEAT,,,,0.07,0.00096,0,0,0.07,0.00096
125,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.07,0.00096,0,0,0.07,0.00096
126,,,,,02089032,لحوم حمام او مايماثلها مجمده,FROZEN PIGEON OR SIMILAR MEAT,,,,315.268,5.773643,0,0,315.268,5.773643
127,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,315.268,5.773643,0,0,315.268,5.773643
128,,,,,02089099,غيرها  لحوم أو أحشاء حمام أو مايشابه ( طازجه أومجمده),Other meat and bowels pigon orsimiler ( fresh or frozen),,,,0,0,0.27,0.007122,0.27,0.007122
129,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.27,0.007122,0.27,0.007122
130,,,,,02102000,لحوم حيوانات فصيله الابقار,"SALTED BOVINE MEAT, OFFAL AND FLOUR",,,,122.525,0.242973,0,0,122.525,0.242973
131,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,22.275,0.043973,0,0,22.275,0.043973
132,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,100.25,0.199,0,0,100.25,0.199
133,,,,,02109100,لحوم واحشاءمملحة اومجففة اومدخنة من حيونات رئيسية,"FROM MAIN ANIMALS AND ANOTHER FATS, FLOUR AND POWDERS",,,,19.551,0.160098,0,0,19.551,0.160098
134,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,19.551,0.160098,0,0,19.551,0.160098
135,,,,,02109900,غيرهـا من دقيق ومساحيق صالحة للأكل من لحوم أو أحشاء أو أطراف, Flour and Other Powders Suitable For Eating Meat or From The Bow,,,,0.288,0.000432,4.48,0.027512,4.768000000000001,0.027944
136,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.288,0.000432,4.48,0.027512,4.768000000000001,0.027944
137,,03,أسماك وقشريات، رخويات وغيرها من اللافقريات المائية,"FISH AND CRUSTACEANS, MOLLUSCS AND OTHER AQUATIC INVERTEBRATES",,,,,,,27954.437999999995,306.18983699999995,1557.207,13.338023000000002,29511.64499999999,319.52786
138,,,,,03011100,أسماك زينة من مياه عذبة,Freshwater Ornamental fish,,,,0,0,0.15,0.00024,0.15,0.00024
139,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.15,0.00024,0.15,0.00024
140,,,,,03019900,غيرها من الأسماك الحية,OTHER LIVE FISH,,,,1886.95,2.969152,0,0,1886.95,2.969152
141,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,1886.95,2.969152,0,0,1886.95,2.969152
142,,,,,03021100,اسماك تروتا، طازجه,"TROUT, FRESH",,,,52.5,0.057555,7.6899999999999995,0.019686,60.19,0.077241
143,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,0.67,0.005076,0.67,0.005076
144,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,52.5,0.057555,7.02,0.01461,59.519999999999996,0.072165
145,,,,,03023100,اسماك الباكوره او التونه ذات الزعانف الطويله ، طازجه,"ALBACORE OR LONGFINNED TUNAS, FRESH",,,,0,0,1.843,0.046214,1.843,0.046214
146,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,1.843,0.046214,1.843,0.046214
147,,,,,03023600,( تونة جنوبي ذو زعانف زرقاء )ثونوس ماكريي,BLUE FIN SOUTHERN TUNA )THONOS MAKOBY(,,,,0,0,0.072,0.00105,0.072,0.00105
148,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.072,0.00105,0.072,0.00105
149,,,,,03024410,اسماك الكنعد(الدرك),KINGFISH (DARAK),,,,0,0,1,0.015,1,0.015
150,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,1,0.015,1,0.015
151,,,,,03024490,غيرها من أسماك، طازجة او مبردة,"OTHERS FROM FISH  (FROZEN,FRESH)",,,,5095.3,22.773538,0.6,0.006,5095.900000000001,22.779538
152,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.6,0.006,0.6,0.006
153,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,5095.3,22.773538,0,0,5095.3,22.773538
154,,,,,03024510,أسماك البياض (الحمام والخضره),WHITEFISH (PIGEON AND GRRRNNESS),,,,12.33,0.126807,0.75,0.00375,13.08,0.130557
155,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,0.75,0.00375,0.75,0.00375
156,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,12.33,0.126807,0,0,12.33,0.126807
157,,,,,03024590,غيرها من سمك مماكرين صغير (سمك سليمان ),OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,6,0.0192,0,0,6,0.0192
158,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,6,0.0192,0,0,6,0.0192
159,,,,,03024600,سمك كوبيا (راكيسنترون كاندوم ),OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,0,0,6.15,0.0615,6.15,0.0615
160,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,6.15,0.0615,6.15,0.0615
161,,,,,03024700,أسماك أبو سيف (اكسيفياس جلاديوس), Swordfish (Xiphias gladius),,,,17.57,0.024224,0,0,17.57,0.024224
162,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,17.57,0.024224,0,0,17.57,0.024224
163,,,,,03025100,اسماك القد ، طازجه,"COD, FRESH",,,,3.55,0.012443,0,0,3.55,0.012443
164,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,3.55,0.012443,0,0,3.55,0.012443
165,,,,,03027200,سمك سلور,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,0,0,11.324,0.523584,11.324,0.523584
166,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,11.324,0.523584,11.324,0.523584
167,,,,,03028400,سمك قاروس,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,0.015,6.4e-05,0,0,0.015,6.4e-05
168,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.015,6.4e-05,0,0,0.015,6.4e-05
169,,,,,03028910,اسماك الهامور (الكشر),BREAM (KASHIR),,,,0,0,1.8,0.018,1.8,0.018
170,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,0,0,1.8,0.018,1.8,0.018
171,,,,,03028920,أسماك الشعري(شعور),"Emperors (Lethrinus ,Monotaxis )",,,,48.525,0.442366,0,0,48.525,0.442366
172,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,48.525,0.442366,0,0,48.525,0.442366
173,,,,,03028990,غيرها من سمك هامور,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,2.675,0.00642,45,0.291887,47.675,0.298307
174,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,2.675,0.00642,45,0.291887,47.675,0.298307
175,,,,,03031100,اسماك السلمون سوكي مجمدة,"SOKY SALMON (RED SALMON)  ""ANKOR HENKOS INRIKA""",,,,0,0,24,0.061358,24,0.061358
176,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,24,0.061358,24,0.061358
177,,,,,03031900,غيرها من اسماك السلمون مجمدة,OTHER SALMON (FROZEN),,,,0.143,0.0003,376.229,2.14323,376.37199999999996,2.14353
178,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,23.2,0.204767,23.2,0.204767
179,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,22.022,0.149663,22.022,0.149663
180,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0.143,0.0003,331.007,1.7888,331.15,1.7891
181,,,,,03032300,اسماك البلطي   مجمدة,TILAPIA FROZEN,,,,21.5,0.018587,86.50200000000001,0.47657299999999997,108.002,0.49516
182,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,40.152,0.192436,40.152,0.192436
183,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,21.5,0.018587,46.35,0.284137,67.85,0.302724
184,,,,,03032400,سمك سلور مجمد,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,0,0,303.17,1.8734780000000002,303.17,1.8734780000000002
185,,,,,,,,دول اسلامية عدا العربية,ISLAMIC NOT ARABIC COUNTRIES,,0,0,251.6,1.603436,251.6,1.603436
186,,,,,,,,دول اسيوية عدا العربية والاسلامية,"ASIAN NOT ARABIC ,NOT ISLAMIC",,0,0,25.07,0.148838,25.07,0.148838
187,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,26.5,0.121204,26.5,0.121204
188,,,,,03032500,سمك شبوط مجمد,OTHERS SHAOMIAT NAKROOR BOOR NET  (3),,,,0,0,25,0.187481,25,0.187481
189,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,25,0.187481,25,0.187481
190,,,,,03032900,غيرها من اسماك السلمونيد ، مجمده,"OTHER SALMONIDAE, FROZEN",,,,11,0.025238,0.41,0.003795,11.41,0.029033
191,,,,,,,,دول الجامعة العربية الاخرى,OTHER ARAB LEAGUE COUNTRIES,,11,0.025238,0,0,11,0.025238
192,,,,,,,,دول مجلس التعاون الخليجي,GULF COOPERATION COUNCIL,,0,0,0.41,0.003795,0.41,0.003795
193,,,,,03033300,اسماك موسى ، مجمده,"SOLE, FROZEN",,,,4.725,0.020165,0,0,4.725,0.020165
