,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
3514,0,65,4927,Other Arab League Countries,"Other Pipe Welded, of stainless steel",73062900
3515,0,48,1062,"Asian not Arabic ,not Islamic","Other Pipe Welded, of stainless steel",73062900
3516,0,1,795,North America,"Other Pipe Welded, of stainless steel",73062900
3517,0,3799,15816,Gulf Cooperation Council,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
3518,0,177,307,Other Arab League Countries,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
3519,0,318,1244,Gulf Cooperation Council,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
3520,0,239,501,Gulf Cooperation Council,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
3521,0,10845,23969,Gulf Cooperation Council,Pipes of square or rectangular cross-section,73066100
3522,0,2525,6701,Other Arab League Countries,Pipes of square or rectangular cross-section,73066100
3523,0,10168,46561,Gulf Cooperation Council,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3524,0,6776,19921,Other Arab League Countries,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3525,0,211,1697,"Asian not Arabic ,not Islamic",OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3526,0,934,2031,North America,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3527,0,124,2337,South America,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3528,0,117,3831,European Union,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
3529,0,6278,11367,Gulf Cooperation Council,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
3530,0,69,415,Other Arab League Countries,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
3531,0,3477,49617,Gulf Cooperation Council,FLANGES OF STAINLESS STEEL,73072100
3532,0,15,371,Islamic not Arabic countries,FLANGES OF STAINLESS STEEL,73072100
3533,0,2296,6260,Gulf Cooperation Council,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
3534,0,46,409,Other Arab League Countries,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
3535,0,206,1575,North America,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
3536,0,2313,20832,European Union,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
3537,0,1,700,Other Arab League Countries,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
3538,0,661,8784,Gulf Cooperation Council,OTHER STAINLESS STEEL FITTINGS,73072900
3539,0,53,376,Other Arab League Countries,OTHER STAINLESS STEEL FITTINGS,73072900
3540,0,60,428,Islamic not Arabic countries,OTHER STAINLESS STEEL FITTINGS,73072900
3541,0,7,869,European Union,OTHER STAINLESS STEEL FITTINGS,73072900
3542,0,226,2448,Gulf Cooperation Council,FLANGES OF OTHER ALLOYS,73079100
3543,0,15,309,"Asian not Arabic ,not Islamic",FLANGES OF OTHER ALLOYS,73079100
3544,0,46,703,Gulf Cooperation Council,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
3545,0,78,609,Other Arab League Countries,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
3546,0,46,710,Islamic not Arabic countries,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
3547,0,64,992,Gulf Cooperation Council,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
3548,0,25,413,European Union,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
3549,0,29473,92050,Gulf Cooperation Council,OTHER FITTINGS OF OTHER ALLOYS,73079900
3550,0,1504,8455,Other Arab League Countries,OTHER FITTINGS OF OTHER ALLOYS,73079900
3551,0,55,1807,Islamic not Arabic countries,OTHER FITTINGS OF OTHER ALLOYS,73079900
3552,0,2,1331,North America,OTHER FITTINGS OF OTHER ALLOYS,73079900
3553,0,26,1107,European Union,OTHER FITTINGS OF OTHER ALLOYS,73079900
3554,0,15037,37813,Gulf Cooperation Council,BRIDGES AND BRIDGE-SECTIONS,73081000
3555,0,6746,17832,Other Arab League Countries,BRIDGES AND BRIDGE-SECTIONS,73081000
3556,0,21529,109031,Gulf Cooperation Council,TOWERS AND LATTICE MASTS,73082000
3557,0,13054,56058,Other Arab League Countries,TOWERS AND LATTICE MASTS,73082000
3558,0,7357,35625,Islamic not Arabic countries,TOWERS AND LATTICE MASTS,73082000
3559,0,1235,6224,"Asian not Arabic ,not Islamic",TOWERS AND LATTICE MASTS,73082000
3560,0,610,3748,"African not Arabic,not Islamic",TOWERS AND LATTICE MASTS,73082000
3561,0,494,9013,Gulf Cooperation Council,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
3562,0,816,5714,Other Arab League Countries,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
3563,0,2264,8390,Gulf Cooperation Council,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
3564,0,871,3441,Other Arab League Countries,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
3565,0,675,6533,European Union,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
3566,0,1287,7817,Gulf Cooperation Council,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
3567,0,317,2612,Other Arab League Countries,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
3568,0,2,646,North America,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
3569,0,8,596,European Union,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
3570,0,2847,18065,Gulf Cooperation Council,ANGLES TIES FOR FASTENING DECORATION TILES IN CEILINGS,73089030
3571,0,241,1273,Other Arab League Countries,ANGLES TIES FOR FASTENING DECORATION TILES IN CEILINGS,73089030
3572,0,21378,72973,Gulf Cooperation Council,"SCAFFOLDINGS, PROPS, PLATFORMS AND FITTINGS",73089040
3573,0,1008,3897,Other Arab League Countries,"SCAFFOLDINGS, PROPS, PLATFORMS AND FITTINGS",73089040
3574,0,344,1859,"Asian not Arabic ,not Islamic","SCAFFOLDINGS, PROPS, PLATFORMS AND FITTINGS",73089040
3575,0,72,426,European Union,"SCAFFOLDINGS, PROPS, PLATFORMS AND FITTINGS",73089040
3576,0,38,306,Gulf Cooperation Council,"STAIRCASES, STATIONARY",73089050
3577,0,1630,7478,Gulf Cooperation Council,SHEDS AND DOMES,73089060
3578,0,86767,326618,Gulf Cooperation Council,OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3579,0,12772,52275,Other Arab League Countries,OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3580,0,162,903,Islamic not Arabic countries,OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3581,0,282,2667,"Asian not Arabic ,not Islamic",OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3582,0,348,2884,"African not Arabic,not Islamic",OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3583,0,54,423,South America,OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3584,0,1366,7376,European Union,OTHER IRON OR STEEL STRUCTURES OR PARTS,73089090
3585,0,4584,27008,Gulf Cooperation Council,OTHER IRON OR STEEL TANKS OVER 300 LITERS,73090090
3586,0,160,559,Other Arab League Countries,OTHER IRON OR STEEL TANKS OVER 300 LITERS,73090090
3587,0,77,3660,"Asian not Arabic ,not Islamic",OTHER IRON OR STEEL TANKS OVER 300 LITERS,73090090
3588,0,45,2587,North America,OTHER IRON OR STEEL TANKS OVER 300 LITERS,73090090
3589,0,95,3330,European Union,OTHER IRON OR STEEL TANKS OVER 300 LITERS,73090090
3590,0,1833,10104,Gulf Cooperation Council,TANKS AND DRUMS 50 L TO 300 L OF IRON OR STEEL,73101000
3591,0,307,1543,Other Arab League Countries,TANKS AND DRUMS 50 L TO 300 L OF IRON OR STEEL,73101000
3592,0,1,622,"Asian not Arabic ,not Islamic",TANKS AND DRUMS 50 L TO 300 L OF IRON OR STEEL,73101000
3593,0,159,420,"African not Arabic,not Islamic",CANS FOR AERATED BEVERAGES AND FRUIT JUICES,73102110
3594,0,252,1519,Other Arab League Countries,CANS FOR PRESERVING FOODS,73102120
3595,0,354,1858,Gulf Cooperation Council,CANS FOR PRESERVING CHEMICALS AND LUBRICATING OILS,73102130
3596,0,73,1598,Other Arab League Countries,CANS FOR PRESERVING CHEMICALS AND LUBRICATING OILS,73102130
3597,0,32,302,Islamic not Arabic countries,CANS FOR PRESERVING CHEMICALS AND LUBRICATING OILS,73102130
3598,0,849,8340,"Asian not Arabic ,not Islamic",CANS FOR PRESERVING CHEMICALS AND LUBRICATING OILS,73102130
3599,0,27,360,North America,CANS FOR PRESERVING CHEMICALS AND LUBRICATING OILS,73102130
3600,0,17257,97469,Gulf Cooperation Council,OTHER CANS UNDER 50 L,73102190
3601,0,1278,12727,Other Arab League Countries,OTHER CANS UNDER 50 L,73102190
3602,0,12,350,Islamic not Arabic countries,OTHER CANS UNDER 50 L,73102190
3603,0,24,397,European Union,OTHER CANS UNDER 50 L,73102190
3604,0,4174,30936,Gulf Cooperation Council,"OTHER TANKS, DRUMS AND THE LIKE UNDER 50 L",73102900
3605,0,323,1426,Other Arab League Countries,"OTHER TANKS, DRUMS AND THE LIKE UNDER 50 L",73102900
3606,0,40,540,"Asian not Arabic ,not Islamic","OTHER TANKS, DRUMS AND THE LIKE UNDER 50 L",73102900
3607,0,86,900,European Union,"OTHER TANKS, DRUMS AND THE LIKE UNDER 50 L",73102900
3608,0,122,398,Gulf Cooperation Council,CONTAINERS FOR OXYGEN,73110010
3609,0,145,1253,European Union,CONTAINERS FOR OXYGEN,73110010
3610,0,116,784,Gulf Cooperation Council,CONTAINERS FOR DOMESTIC STOVES GASES,73110030
3611,0,1284,12948,Gulf Cooperation Council,CONTAINERS FOR OTHER GASES,73110090
3612,0,289,443,Other Arab League Countries,CONTAINERS FOR OTHER GASES,73110090
3613,0,73,1382,"Asian not Arabic ,not Islamic",CONTAINERS FOR OTHER GASES,73110090
3614,0,190,1445,European Union,CONTAINERS FOR OTHER GASES,73110090
3615,0,641,14810,Gulf Cooperation Council,"ELECRIC WIRE AND CABLE, NOT INSULATED",73121010
3616,0,901,7147,Other Arab League Countries,"ELECRIC WIRE AND CABLE, NOT INSULATED",73121010
3617,0,19480,70290,Gulf Cooperation Council,"OTHER STRANDED WIRE AND CABLE, STEEL, NOT INSULATED",73121090
3618,0,2061,7617,Other Arab League Countries,"OTHER STRANDED WIRE AND CABLE, STEEL, NOT INSULATED",73121090
3619,0,170,962,Islamic not Arabic countries,"OTHER STRANDED WIRE AND CABLE, STEEL, NOT INSULATED",73121090
3620,0,182,1373,Gulf Cooperation Council,LIFTING ROPES OF STEEL,73129010
3621,0,388,2405,Gulf Cooperation Council,"OTHER CABLES AND THE LIKE OF STEEL, NOT INSULATED",73129090
3622,0,3988,12608,Other Arab League Countries,"OTHER CABLES AND THE LIKE OF STEEL, NOT INSULATED",73129090
3623,0,78,321,Gulf Cooperation Council,BARBED WIRE OF IRON OR STEEL; TWISTED WIRE,73130000
3624,0,192,580,Other Arab League Countries,BARBED WIRE OF IRON OR STEEL; TWISTED WIRE,73130000
3625,0,117,770,Gulf Cooperation Council,OTHER FABRIC PRODUCTS OF STEEL RESISTANT TO RUST,73141400
3626,0,970,3745,Gulf Cooperation Council,"GRILL AND FENCING, WELDED, 3MM OR MORE, IRON OR STEEL",73142000
3627,0,80,501,Other Arab League Countries,"GRILL AND FENCING, WELDED, 3MM OR MORE, IRON OR STEEL",73142000
3628,0,737,3149,Gulf Cooperation Council,OTHER NET OR FENCES.,73143900
3629,0,499,2737,Other Arab League Countries,OTHER NET OR FENCES.,73143900
3630,0,100,300,Islamic not Arabic countries,OTHER NET OR FENCES.,73143900
3631,0,1388,6381,Gulf Cooperation Council,"OTHER GRILL OR NETTING, IRON OR STEEL",73144900
3632,0,143,833,Other Arab League Countries,"OTHER GRILL OR NETTING, IRON OR STEEL",73144900
3633,0,847,3508,Gulf Cooperation Council,EXPANDED METAL GRILL OR NETTING,73145000
3634,0,68,704,Gulf Cooperation Council,PARTS OF LINK CHAIN,73151900
3635,0,1373,2735,Gulf Cooperation Council,"ANCHORS, GRAPNELS AND PARTS, OF IRON OR STEEL",73160000
3636,0,834,3239,Gulf Cooperation Council,STEEL NAILS AND CARPENTRY NAILS,73170010
3637,0,74,308,Gulf Cooperation Council,OTHER NAILS AND STAPLES,73170090
3638,0,96,1470,Other Arab League Countries,OTHER NAILS AND STAPLES,73170090
3639,0,2363,11543,Gulf Cooperation Council,OTHER SCREWS AND BOLTS,73181500
3640,0,279,1339,Other Arab League Countries,OTHER SCREWS AND BOLTS,73181500
3641,0,22,513,"Asian not Arabic ,not Islamic",OTHER SCREWS AND BOLTS,73181500
3642,0,197,1176,Gulf Cooperation Council,"OTHER HOOKS, RIVETS, SCREWS AND THE LIKE",73181900
3643,0,11,1372,"Asian not Arabic ,not Islamic",OTHER WASHERS,73182200
3644,0,65,323,Gulf Cooperation Council,RIVETS,73182300
3645,0,197,2136,Gulf Cooperation Council,OTHER NON-THREADED ARTICLES OF IRON OR STEEL,73182900
3646,0,61,570,Other Arab League Countries,OTHER NON-THREADED ARTICLES OF IRON OR STEEL,73182900
3647,0,51,453,Gulf Cooperation Council,GAS COOKSTOVES,73211110
3648,0,721,3566,Other Arab League Countries,GAS COOKSTOVES,73211110
3649,0,78,544,Gulf Cooperation Council,OTHER GAS COOKING APPLIANCES,73211190
3650,0,297,723,Other Arab League Countries,OTHER GAS COOKING APPLIANCES,73211190
3651,0,112,340,Gulf Cooperation Council,OTHER PARTS FOR COOKING APPLIANCES,73219090
3652,0,1637,4754,Other Arab League Countries,RADIATORS OF CAST IRON,73221100
3653,0,6,525,European Union,OTHER RADIATORS,73221900
3654,0,1,508,Gulf Cooperation Council,"HOUSEHOLD ARTICLES OF CAST IRON, NOT ENAMELLED",73239100
3655,0,371,3279,Gulf Cooperation Council,OTHER HOUSEHOLD ARTICLES OF IRON OR STEEL,73239900
3656,0,368,1417,Other Arab League Countries,OTHER HOUSEHOLD ARTICLES OF IRON OR STEEL,73239900
3657,0,52,1036,Gulf Cooperation Council,"SINKS AND WASH BASINS, OF STAINLESS STEEL",73241000
3658,0,103,1013,Other Arab League Countries,"SINKS AND WASH BASINS, OF STAINLESS STEEL",73241000
3659,0,1167,2283,Gulf Cooperation Council,OTHER BATHS OF IRON OR STEEL,73242900
3660,0,102,707,Other Arab League Countries,OTHER BATHS OF IRON OR STEEL,73242900
3661,0,9,336,European Union,OTHER BATHS OF IRON OR STEEL,73242900
3662,0,55,422,Gulf Cooperation Council,OTHER ARTICLES OF CAST IRON,73251090
3663,0,499,376,Islamic not Arabic countries,OTHER ARTICLES OF CAST IRON,73251090
3664,0,91,1258,Gulf Cooperation Council,"MANHOLES, SINK COVERS AND SIMILAR ITEMS, IRON OR STEEL",73259910
3665,0,115,1218,European Union,FIRE NOZZLE PLUGS; FIRE ALARM PILLARS OF IRON OR STEEL,73259920
3666,0,122,651,Gulf Cooperation Council,OTHER CAST ARTICLES OF IRON OR STEEL,73259990
3667,0,493,1940,Other Arab League Countries,OTHER CAST ARTICLES OF IRON OR STEEL,73259990
3668,0,643,5783,European Union,OTHER CAST ARTICLES OF IRON OR STEEL,73259990
3669,0,182,547,Gulf Cooperation Council,OTHER FORGED ARTICLES OF IRON OR STEEL,73261900
3670,0,7,349,European Union,OTHER FORGED ARTICLES OF IRON OR STEEL,73261900
3671,0,440,2260,Gulf Cooperation Council,OTHER ARTICLES OF IRON OR STEEL WIRE,73262090
3672,0,195,3538,Other Arab League Countries,OTHER ARTICLES OF IRON OR STEEL WIRE,73262090
3673,0,57,570,Gulf Cooperation Council,NON-MECHANICAL AIR HOLES,73269030
3674,0,159,2519,Gulf Cooperation Council,HOOPING IRON,73269050
3675,0,3343,13996,Gulf Cooperation Council,ELECTRIC-LINES FITTINGS,73269060
3676,0,360,8188,Other Arab League Countries,ELECTRIC-LINES FITTINGS,73269060
3677,0,58,1089,"Asian not Arabic ,not Islamic",ELECTRIC-LINES FITTINGS,73269060
3678,0,69,434,"African not Arabic,not Islamic",ELECTRIC-LINES FITTINGS,73269060
3679,0,18,404,Gulf Cooperation Council,TOOL BOXES,73269095
3680,0,10173,64363,Gulf Cooperation Council,ELECTRICITY (LIGHTING) POLES OF IRON OR STEEL,73269097
3681,0,229,1428,Other Arab League Countries,ELECTRICITY (LIGHTING) POLES OF IRON OR STEEL,73269097
3682,0,3865,16608,Gulf Cooperation Council,OTHER ARTICLES OF IRON OR STEEL,73269099
3683,0,2785,9068,Other Arab League Countries,OTHER ARTICLES OF IRON OR STEEL,73269099
3684,0,725,8247,"Asian not Arabic ,not Islamic",OTHER ARTICLES OF IRON OR STEEL,73269099
3685,0,16,560,"African not Arabic,not Islamic",OTHER ARTICLES OF IRON OR STEEL,73269099
3686,0,328,3664,European Union,OTHER ARTICLES OF IRON OR STEEL,73269099
3687,0,188,5165,Other Arab League Countries,CATHODES AND SECTIONS OF CATHODES OF REFINED COPPER,74031100
3688,0,132,3767,Other Arab League Countries,WIRE-BARS OF REFINED COPPER,74031200
3689,0,1632,43938,Gulf Cooperation Council,OTHER ITEMS OF REFINED COPPER,74031900
3690,0,926,25564,Other Arab League Countries,OTHER ITEMS OF REFINED COPPER,74031900
3691,0,4034,40857,Gulf Cooperation Council,COPPER WASTE AND SCRAP,74040000
3692,0,2059,14107,Other Arab League Countries,COPPER WASTE AND SCRAP,74040000
3693,0,651,11880,Islamic not Arabic countries,COPPER WASTE AND SCRAP,74040000
3694,0,94615,1562971,"Asian not Arabic ,not Islamic",COPPER WASTE AND SCRAP,74040000
3695,0,323,4340,North America,COPPER WASTE AND SCRAP,74040000
3696,0,17676,301949,European Union,COPPER WASTE AND SCRAP,74040000
3697,0,2449,65387,Gulf Cooperation Council,OTHER COPPER BARS AND RODS,74072900
3698,0,332,8315,Other Arab League Countries,OTHER COPPER BARS AND RODS,74072900
3699,0,1170,29626,European Union,OTHER COPPER BARS AND RODS,74072900
3700,0,136,3166,Gulf Cooperation Council,REFINED COPPER WIRE OVER 6 MM THICK,74081100
3701,0,62,1757,Gulf Cooperation Council,OTHER REFINED COPPER WIRE,74081900
3702,0,24,562,"Asian not Arabic ,not Islamic",OTHER REFINED COPPER WIRE,74081900
3703,0,332,8873,European Union,OTHER REFINED COPPER WIRE,74081900
3704,0,2,342,Gulf Cooperation Council,"OTHER REFINED COPPER SHEETS, ETC., OVER 0.15 MM THICK",74091900
3705,0,113,2224,Other Arab League Countries,"OTHER REFINED COPPER SHEETS, ETC., OVER 0.15 MM THICK",74091900
3706,0,8,915,Islamic not Arabic countries,"OTHER REFINED COPPER SHEETS, ETC., OVER 0.15 MM THICK",74091900
3707,0,21,611,Gulf Cooperation Council,BRASS COILS OVER 0.15 MM THICK,74092100
3708,0,41,1238,Other Arab League Countries,BACKED FOIL OF REFINED COPPER,74102100
3709,0,135,4388,"Asian not Arabic ,not Islamic",COPPER-NICKEL OR NICKEL SILVER TUBES AND PIPES,74112200
3710,0,50,1272,European Union,OTHER COPPER TUBES AND PIPES,74112900
3711,0,15,450,Gulf Cooperation Council,COPPER ALLOY PIPE FITTINGS,74122000
3712,0,55,422,"African not Arabic,not Islamic","COPPER STRANDED WIRE, CABLE AND THE LIKE, NON-INSULATED",74130000
3713,0,33,618,Gulf Cooperation Council,SANITARY WARE AND PARTS THEREOF OF COPPER,74182000
3714,0,277,1430,Other Arab League Countries,SANITARY WARE AND PARTS THEREOF OF COPPER,74182000
3715,0,31,672,Islamic not Arabic countries,SANITARY WARE AND PARTS THEREOF OF COPPER,74182000
3716,0,0,771,Gulf Cooperation Council,"ARTICLES OF COPPER WIRES (TRAPS, WASTE BASKETS, ETC.)",74199950
3717,0,51,380,Other Arab League Countries,OTHER COPPER ARTICLES,74199990
3718,0,166,876,"Asian not Arabic ,not Islamic",NICKEL ALLOYS,75022000
3719,0,22,426,Gulf Cooperation Council,NICKEL WASTE AND SCRAP,75030000
3720,0,26,895,Islamic not Arabic countries,NICKEL WASTE AND SCRAP,75030000
3721,0,15227,119079,"Asian not Arabic ,not Islamic",NICKEL WASTE AND SCRAP,75030000
3722,0,22,500,Australia and Oceania,NICKEL WASTE AND SCRAP,75030000
3723,0,242,4656,North America,NICKEL WASTE AND SCRAP,75030000
3724,0,2262,17240,European Union,NICKEL WASTE AND SCRAP,75030000
3725,0,133,618,"Asian not Arabic ,not Islamic","TUBES AND PIPES OF NICKEL, NOT ALLOYED",75071100
3726,0,935,1635,Gulf Cooperation Council,TUBES AND PIPES OF NICKEL ALLOYS,75071200
3727,0,210,4648,"Asian not Arabic ,not Islamic",TUBES AND PIPES OF NICKEL ALLOYS,75071200
3728,0,20,560,Other Arab League Countries,TANKS NOT PROVIDED W/ MECHANICAL/HTD EQUIP FROM NICKEL.,75089020
3729,0,903,8043,Gulf Cooperation Council,KITCHEN TOOLS OF NICKEL.,75089050
3730,0,1164,4992,Other Arab League Countries,KITCHEN TOOLS OF NICKEL.,75089050
3731,0,3108,12303,Islamic not Arabic countries,KITCHEN TOOLS OF NICKEL.,75089050
3732,0,1973,6284,"Asian not Arabic ,not Islamic",KITCHEN TOOLS OF NICKEL.,75089050
3733,0,892,2876,"African not Arabic,not Islamic",KITCHEN TOOLS OF NICKEL.,75089050
3734,0,42,773,European Union,KITCHEN TOOLS OF NICKEL.,75089050
3735,0,43,318,Gulf Cooperation Council,KITCHEN TOOLS OF NICKEL,75089060
3736,0,432,1342,Other Arab League Countries,KITCHEN TOOLS OF NICKEL,75089060
3737,0,40,1487,"Asian not Arabic ,not Islamic",OTHER TOOLS OF NICKEL,75089090
3738,0,4,661,European Union,OTHER TOOLS OF NICKEL,75089090
3739,0,733,4954,Gulf Cooperation Council,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3740,0,520,4923,Other Arab League Countries,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3741,0,70732,561628,Islamic not Arabic countries,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3742,0,388139,3087914,"Asian not Arabic ,not Islamic","UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3743,0,13120,104092,North America,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3744,0,2491,19953,South America,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3745,0,38132,305407,European Union,"UNWROUGHT ALUMINIUM, NOT ALLOYED",76011000
3746,0,404,4147,Gulf Cooperation Council,UNWROUGHT ALUMINIUM ALLOYS,76012000
3747,0,271,2181,Other Arab League Countries,UNWROUGHT ALUMINIUM ALLOYS,76012000
3748,0,34675,274154,Islamic not Arabic countries,UNWROUGHT ALUMINIUM ALLOYS,76012000
3749,0,31563,252477,"Asian not Arabic ,not Islamic",UNWROUGHT ALUMINIUM ALLOYS,76012000
3750,0,1701,13621,Australia and Oceania,UNWROUGHT ALUMINIUM ALLOYS,76012000
3751,0,15166,122223,North America,UNWROUGHT ALUMINIUM ALLOYS,76012000
3752,0,174,1397,South America,UNWROUGHT ALUMINIUM ALLOYS,76012000
3753,0,14224,114125,European Union,UNWROUGHT ALUMINIUM ALLOYS,76012000
3754,0,12353,58478,Gulf Cooperation Council,ALUMINIUM WASTE AND SCRAP,76020000
3755,0,2417,13663,Other Arab League Countries,ALUMINIUM WASTE AND SCRAP,76020000
3756,0,6273,22541,Islamic not Arabic countries,ALUMINIUM WASTE AND SCRAP,76020000
3757,0,150960,894000,"Asian not Arabic ,not Islamic",ALUMINIUM WASTE AND SCRAP,76020000
3758,0,3429,24450,North America,ALUMINIUM WASTE AND SCRAP,76020000
3759,0,3118,16265,South America,ALUMINIUM WASTE AND SCRAP,76020000
3760,0,11648,70154,European Union,ALUMINIUM WASTE AND SCRAP,76020000
3761,0,273,1642,Gulf Cooperation Council,"POWDERS OF LAMELLAR STRUCTURE; FLAKES, ALUMINUM",76032000
3762,0,4394,28583,"Asian not Arabic ,not Islamic","POWDERS OF LAMELLAR STRUCTURE; FLAKES, ALUMINUM",76032000
3763,0,21885,324073,Gulf Cooperation Council,"BARS AND RODS OF ALUMINIUM, NOT ALLOYED",76041000
3764,0,1049,16329,Other Arab League Countries,"BARS AND RODS OF ALUMINIUM, NOT ALLOYED",76041000
3765,0,685,6704,Islamic not Arabic countries,"BARS AND RODS OF ALUMINIUM, NOT ALLOYED",76041000
3766,0,103,1041,European Union,"BARS AND RODS OF ALUMINIUM, NOT ALLOYED",76041000
3767,0,6949,54279,Gulf Cooperation Council,HOLLOW PROFILES OF ALUMINUM ALLOYS,76042100
3768,0,1658,12666,Other Arab League Countries,HOLLOW PROFILES OF ALUMINUM ALLOYS,76042100
3769,0,145,605,Islamic not Arabic countries,HOLLOW PROFILES OF ALUMINUM ALLOYS,76042100
3770,0,2716,35547,Gulf Cooperation Council,OTHER ALUMINUM ALLOYS BARS AND RODS,76042900
3771,0,3312,35203,Other Arab League Countries,OTHER ALUMINUM ALLOYS BARS AND RODS,76042900
3772,0,101,1078,Islamic not Arabic countries,OTHER ALUMINUM ALLOYS BARS AND RODS,76042900
3773,0,292,2375,"Asian not Arabic ,not Islamic",OTHER ALUMINUM ALLOYS BARS AND RODS,76042900
3774,0,58,530,European Union,OTHER ALUMINUM ALLOYS BARS AND RODS,76042900
3775,0,139,1296,Other Arab League Countries,"ALUMINUM WIRE, NOT ALLOYED, OVER 7 MM THICK",76051100
3776,0,183,999,Gulf Cooperation Council,"OTHER ALUMINUM WIRE, NOT ALLOYED",76051900
3777,0,530,4868,Other Arab League Countries,"OTHER ALUMINUM WIRE, NOT ALLOYED",76051900
3778,0,27,516,Islamic not Arabic countries,"OTHER ALUMINUM WIRE, NOT ALLOYED",76051900
3779,0,421,3903,Gulf Cooperation Council,"ALUMINUM WIRE, ALLOYED, OVER 7 MM THICK",76052100
3780,0,168,2464,Gulf Cooperation Council,"OTHER ALUMINUM WIRE, ALLOYED",76052900
3781,0,178,2146,Gulf Cooperation Council,"RECTANGULAR UNALLOYED ALUMINUM PLATES, OVER 0.2MM THICK",76061100
3782,0,685,6212,Other Arab League Countries,"RECTANGULAR UNALLOYED ALUMINUM PLATES, OVER 0.2MM THICK",76061100
3783,0,494,3960,North America,"RECTANGULAR UNALLOYED ALUMINUM PLATES, OVER 0.2MM THICK",76061100
3784,0,170,1405,Gulf Cooperation Council,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",76061200
3785,0,68,538,Other Arab League Countries,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",76061200
3786,0,80,678,Gulf Cooperation Council,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",76069200
3787,0,45,586,Other Arab League Countries,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",76069200
3788,0,60,1502,European Union,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",76069200
3789,0,119,1821,Gulf Cooperation Council,ALLUMINIUM FOIL ROLLED PUT UP FOR RETAIL آ,76071110
3790,0,66,991,Other Arab League Countries,ALLUMINIUM FOIL ROLLED PUT UP FOR RETAIL آ,76071110
3791,0,91,1540,Gulf Cooperation Council,OTHER ALUMINIUM FOILS ROLLED NOT BACKED,76071190
3792,0,675,7772,Other Arab League Countries,OTHER ALUMINIUM FOILS ROLLED NOT BACKED,76071190
3793,0,66,529,"Asian not Arabic ,not Islamic",OTHER ALUMINIUM FOILS ROLLED NOT BACKED,76071190
3794,0,294,3871,Other Arab League Countries,ALLUMINIUM FOIL ROLLED PUT UP FOR RETAIL,76071910
