,Quantity/Units,Weight(Tons),Value(million SAR),Country Group,Commodity,Commodity Code
2197,0,584,3748,Islamic not Arabic countries,OTHER PLASTIC PACKING GOODS,39239000
2198,0,811,8075,"African not Arabic,not Islamic",OTHER PLASTIC PACKING GOODS,39239000
2199,0,1722,15735,European Union,OTHER PLASTIC PACKING GOODS,39239000
2200,0,747,8625,Gulf Cooperation Council,"CONTAINERS FOR KEEPING THE ICE AND FOODS, PLASTIC",39241010
2201,0,2911,17907,Other Arab League Countries,"CONTAINERS FOR KEEPING THE ICE AND FOODS, PLASTIC",39241010
2202,0,144,717,Islamic not Arabic countries,"CONTAINERS FOR KEEPING THE ICE AND FOODS, PLASTIC",39241010
2203,0,269,2896,Other Arab League Countries,"FORKS,SNOOPS AND KNIVES",39241020
2204,0,1729,19119,Gulf Cooperation Council,"PLATES,DISHES AND CUPS OF(FOAM)",39241031
2205,0,330,3732,Other Arab League Countries,"PLATES,DISHES AND CUPS OF(FOAM)",39241031
2206,0,491,8388,Gulf Cooperation Council,"OTHER PLATES,DISHES AND CUPS OF(FOAM)",39241039
2207,0,2649,22210,Other Arab League Countries,"OTHER PLATES,DISHES AND CUPS OF(FOAM)",39241039
2208,0,89,475,Islamic not Arabic countries,"OTHER PLATES,DISHES AND CUPS OF(FOAM)",39241039
2209,0,8602,79477,Gulf Cooperation Council,OTHER PLASTIC KITCHENWARE,39241090
2210,0,2905,23358,Other Arab League Countries,OTHER PLASTIC KITCHENWARE,39241090
2211,0,107,961,Islamic not Arabic countries,OTHER PLASTIC KITCHENWARE,39241090
2212,0,345,1039,"Asian not Arabic ,not Islamic",OTHER PLASTIC KITCHENWARE,39241090
2213,0,494,3372,"African not Arabic,not Islamic",OTHER PLASTIC KITCHENWARE,39241090
2214,0,32,424,Gulf Cooperation Council,"HOLDERS FOR TOOTH BRUSHES, PAPER NAPKINS, FOR TOILETS",39249010
2215,0,1521,6143,Gulf Cooperation Council,CLOTHES HANGERS,39249040
2216,0,9555,81101,Gulf Cooperation Council,OTHER HOUSEHOLD UTENSILS OF PLASTICS.,39249090
2217,0,1191,6146,Other Arab League Countries,OTHER HOUSEHOLD UTENSILS OF PLASTICS.,39249090
2218,0,31,302,Islamic not Arabic countries,OTHER HOUSEHOLD UTENSILS OF PLASTICS.,39249090
2219,0,1084,7546,Gulf Cooperation Council,"PLASTIC RESERVOIRS, AND SIMILAR CONTAINERS, OVER 300 L",39251000
2220,0,321,1421,Other Arab League Countries,"PLASTIC RESERVOIRS, AND SIMILAR CONTAINERS, OVER 300 L",39251000
2221,0,148,386,Islamic not Arabic countries,"PLASTIC RESERVOIRS, AND SIMILAR CONTAINERS, OVER 300 L",39251000
2222,0,29,477,European Union,"PLASTIC DOORS, WINDOWS AND THEIR FRAMES",39252000
2223,0,2441,26133,Gulf Cooperation Council,OTHER PLASTIC BUILDERS  WARES,39259000
2224,0,761,5478,Other Arab League Countries,OTHER PLASTIC BUILDERS  WARES,39259000
2225,0,34,310,"Asian not Arabic ,not Islamic",OTHER PLASTIC BUILDERS  WARES,39259000
2226,0,1329,27212,Gulf Cooperation Council,PLASTIC OFFICE OR SCHOOL SUPPLIES,39261000
2227,0,327,932,Other Arab League Countries,PLASTIC OFFICE OR SCHOOL SUPPLIES,39261000
2228,0,269,5311,Gulf Cooperation Council,MEDICAL GLOVES OF PLASTIC,39262010
2229,0,63,1371,Other Arab League Countries,MEDICAL GLOVES OF PLASTIC,39262010
2230,0,63,539,Gulf Cooperation Council,OTHER MEDICAL GLOVES OF PLASTIC,39262090
2231,0,23,608,Gulf Cooperation Council,"SAMPLE CANS, .",39269031
2232,0,104,1547,Gulf Cooperation Council,OTHER PRODUCTS FROM PLASTICS AND MEDICAL ADDITIONAL.,39269039
2233,0,740,6611,Other Arab League Countries,OTHER PRODUCTS FROM PLASTICS AND MEDICAL ADDITIONAL.,39269039
2234,0,998,8710,"African not Arabic,not Islamic",OTHER PRODUCTS FROM PLASTICS AND MEDICAL ADDITIONAL.,39269039
2235,0,50,649,Gulf Cooperation Council,OTHER COVERS OF FURNITURE AND COVERS.,39269069
2236,0,1215,5296,Other Arab League Countries,OTHER COVERS OF FURNITURE AND COVERS.,39269069
2237,0,172,1213,Islamic not Arabic countries,OTHER COVERS OF FURNITURE AND COVERS.,39269069
2238,0,189,1532,European Union,OTHER COVERS OF FURNITURE AND COVERS.,39269069
2239,0,9,351,Gulf Cooperation Council,PLASTIC TECHNICAL ITEMS FOR INDUSTRIAL AND AGRICULTURAL,39269080
2240,0,2,1874,Gulf Cooperation Council,PLASTIC ROSARIES,39269091
2241,0,1349,14253,Gulf Cooperation Council,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
2242,0,3766,28831,Other Arab League Countries,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
2243,0,33,319,Islamic not Arabic countries,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
2244,0,34,457,North America,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
2245,0,45,572,European Union,OTHER MISCELLANEOUS PLASTIC ITEMS,39269099
2246,0,13,327,Gulf Cooperation Council,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2247,0,4053,36255,Other Arab League Countries,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2248,0,74,644,Islamic not Arabic countries,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2249,0,472,1378,"Asian not Arabic ,not Islamic",TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2250,0,28,758,North America,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2251,0,412,2533,European Union,TECHNICALLY SPECIFIED NATURAL RUBBER (TSNR),40012200
2252,0,1433,2846,Gulf Cooperation Council,OTHER NATURAL RUBBER,40012900
2253,0,3117,13796,Gulf Cooperation Council,LATEX SBR,40021100
2254,0,76,435,Other Arab League Countries,LATEX SBR,40021100
2255,0,824,3828,Islamic not Arabic countries,LATEX SBR,40021100
2256,0,241,1459,European Union,OTHER SBR RUBBER,40021900
2257,0,50,1773,European Union,OTHER CIIR OR BIIR RUBBER,40023900
2258,0,606,4829,"Asian not Arabic ,not Islamic",ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE (EPDM),40027000
2259,0,131,635,Gulf Cooperation Council,OTHER LATEX RUBBER,40029100
2260,0,2574,12430,Other Arab League Countries,OTHER LATEX RUBBER,40029100
2261,0,306,824,Gulf Cooperation Council,OTHER RUBBER,40029900
2262,0,33,462,Gulf Cooperation Council,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",40030000
2263,0,365,720,"Asian not Arabic ,not Islamic","RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",40030000
2264,0,600,3546,South America,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",40030000
2265,0,1425,1409,"Asian not Arabic ,not Islamic","WASTE, PARINGS AND SCRAP OF RUBBER",40040000
2266,0,118,701,Other Arab League Countries,COMPOUNDED RUBBER WITH CARBON BLACK OR SILICA,40051000
2267,0,84,553,Islamic not Arabic countries,COMPOUNDED RUBBER WITH CARBON BLACK OR SILICA,40051000
2268,0,78,754,Gulf Cooperation Council,OTHER COMPOUNDED RUBBER,40059900
2269,0,27,373,Gulf Cooperation Council,TUBES OF UNVULCANIZED RUBBER,40069010
2270,0,106,1075,Other Arab League Countries,TUBES OF UNVULCANIZED RUBBER,40069010
2271,0,211,1384,Islamic not Arabic countries,THREADS OF UNVULCANIZED RUBBER,40069030
2272,0,189,1969,European Union,THREADS OF UNVULCANIZED RUBBER,40069030
2273,0,1345,23937,Gulf Cooperation Council,OTHER UNVULCANIZED RUBBER,40069090
2274,0,224,1955,Other Arab League Countries,OTHER UNVULCANIZED RUBBER,40069090
2275,0,14,322,Islamic not Arabic countries,OTHER UNVULCANIZED RUBBER,40069090
2276,0,442,2228,South America,OTHER UNVULCANIZED RUBBER,40069090
2277,0,322,2559,Gulf Cooperation Council,OTHER NON-CELLULAR RUBBER,40082900
2278,0,723,3853,Gulf Cooperation Council,OTHER UNFORTIFIED PIPES AND WITHOUT THEIR FITTINGS,40091190
2279,0,700,15824,Other Arab League Countries,OTHER UNFORTIFIED PIPES AND WITHOUT THEIR FITTINGS,40091190
2280,0,25,133,Other Country Groups,LONG LIFE MILK IN REFILLS MORE THAN ONE LITRE(FAT1%OR LESS),04011030
2281,0,15,80,Other Country Groups,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,04011090
2282,0,173,2526,Gulf Cooperation Council,TIRES OF A KIND USED ON MOTOR CARS,40111000
2283,0,989,10821,Other Arab League Countries,TIRES OF A KIND USED ON MOTOR CARS,40111000
2284,0,570,1190,Islamic not Arabic countries,TIRES OF A KIND USED ON MOTOR CARS,40111000
2285,0,94,1504,"Asian not Arabic ,not Islamic",TIRES OF A KIND USED ON MOTOR CARS,40111000
2286,0,96,1238,Australia and Oceania,TIRES OF A KIND USED ON MOTOR CARS,40111000
2287,0,38,492,North America,TIRES OF A KIND USED ON MOTOR CARS,40111000
2288,0,140,3073,European Union,TIRES OF A KIND USED ON MOTOR CARS,40111000
2289,0,414,3722,Gulf Cooperation Council,TIRES OF A KIND USED ON BUSES OR LORRIES,40112000
2290,0,347,4859,Other Arab League Countries,TIRES OF A KIND USED ON BUSES OR LORRIES,40112000
2291,0,315,3023,"Asian not Arabic ,not Islamic",TIRES OF A KIND USED ON BUSES OR LORRIES,40112000
2292,0,120,3512,European Union,TIRES OF A KIND USED ON BUSES OR LORRIES,40112000
2293,0,457,1730,European Union,TIRES OF A KIND USED ON AIRCRAFT,40113000
2294,0,76,1287,Gulf Cooperation Council,OTHER BELTS TIRES USED IN VEHIECLES CONTRUTIVE آ,40116200
2295,0,163,1722,Other Arab League Countries,OTHER TIRES,40116900
2296,0,132,1094,Other Arab League Countries,OTHER NEW TIRES,40119900
2297,0,38,1563,European Union,OTHER NEW TIRES,40119900
2298,0,0,0,Other Country Groups,LONG LIFE MILK IN REFILLS MORE THAN ONE LITER(FAT1- 6%UNSWEETENED,04012030
2299,0,50,206,Other Country Groups,"OTHER TYPES OF LONG LIFE MILK IN REF > 1 LITER, FAT 6%.",04012090
2300,0,66,732,Gulf Cooperation Council,OTHER USED TIRES,40129000
2301,0,139,740,Other Arab League Countries,OTHER USED TIRES,40129000
2302,0,101,524,Gulf Cooperation Council,OTHER INNER TUBES,40139000
2303,0,183,360,Islamic not Arabic countries,OTHER INNER TUBES,40139000
2304,0,160,311,"Asian not Arabic ,not Islamic",OTHER INNER TUBES,40139000
2305,0,260,369,European Union,OTHER INNER TUBES,40139000
2306,0,45,117,Other Country Groups,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04014030
2307,0,0,0,Other Country Groups,LONG LIFE MILK IN REFILLS > 1 LITER (FAT MORE 6%),04015030
2308,0,41,76,Other Country Groups,OTHER MILK AND CREAM FAT MORE THAN 6%.,04015090
2309,0,34,544,Gulf Cooperation Council,ARTICLES OF CELLULAR RUBBER,40161000
2310,0,62,942,Gulf Cooperation Council,"GASKETS, WASHERS AND OTHER SEALS",40169300
2311,0,13,3682,Gulf Cooperation Council,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,40169590
2312,0,35,462,Other Arab League Countries,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,40169590
2313,0,2,2997,North America,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,40169590
2314,0,1,2590,European Union,OTHER INFLATABLE ARTICLES OF VULCANIZED RUBBER,40169590
2315,0,217,1853,Other Arab League Countries,PARTS OF EQUIPMENT OF HEADINGS NO. 87.10,40169950
2316,0,101,484,Gulf Cooperation Council,HYGIENIC BATHROOM APPIANCES AND THE LIKE,40170030
2317,0,80,982,Gulf Cooperation Council,OTHER HARD RUBBER,40170090
2318,0,24,357,Other Arab League Countries,OTHER HARD RUBBER,40170090
2319,0,0,0,Other Country Groups,SOLID MILK NOT EXCEEDING 1% FAT FOR INDUSTRIAL PURPOSES,04021010
2320,0,0,0,Other Country Groups,"SOLID UNSWEETENED MILK, OVER 1% FAT, FOR INDUSTRIAL",04022110
2321,0,36,89,Other Country Groups,"OTHER SOLID UNSWEETENED MILK, OVER 1% FAT",04022190
2322,0,8,196,Other Country Groups,OTHER SOLID SWEETENED MILK OVER 1% FAT,04022990
2323,0,15,63,Other Country Groups,"OTHER MILK, UNSWEETENED",04029110
2324,0,2,9,Other Country Groups,"OTHER CREAM, UNSWEETENED",04029120
2325,0,27,200,Other Country Groups,"OTHER CREAM, SWEETENED",04029920
2326,0,6,26,Other Country Groups,YOGURT,04031000
2327,0,1,6,Other Country Groups,OTHER MILK AND CREAM,04039090
2328,0,6,76,Other Country Groups,OTHER WHEY,04049000
2329,0,5,37,Other Country Groups,BUTTER,04051000
2330,0,28,330,Other Country Groups,DAIRY SPREADS,04052000
2331,0,2,35,Other Country Groups,GREASY MATERIALS DERIVED FROM MILK,04059000
2332,0,25,312,Other Country Groups,FRESH CHEESE AND CURD,04061000
2333,0,22,356,Other Country Groups,GRATED OR POWDERED CHEESE,04062000
2334,0,0,0,Other Country Groups,"PROCESSED CHEESE, NOT GRATED OR POWDERED",04063000
2335,0,9,169,Other Country Groups,FRESH FERMENTED CREAM CHEESE,04069010
2336,0,17,310,Other Country Groups,OTHER CHEESE,04069090
2337,0,14,286,Other Country Groups,OTHER FRESH BIRDS EGGS FOR HATCHING,04071900
2338,0,144,240,Other Country Groups,OTHER EGGS IN SHELLS,04079000
2339,0,24,40,Other Country Groups,OTHER EGG YOLKS,04081900
2340,0,1,1,Other Country Groups,NATURAL HONEY,04090000
2341,0,344,979,Gulf Cooperation Council,OTHER RAW SKINS,41039000
2342,0,127,1028,"Asian not Arabic ,not Islamic",OTHER LEATHERS IN THEIR WET CONDITION,41041900
2343,0,345,4636,European Union,OTHER LEATHERS IN THEIR WET CONDITION,41041900
2344,0,576,9647,Gulf Cooperation Council,SHEEP LEATHERS IN THEIR WET CONDITION,41051000
2345,0,3450,51678,Islamic not Arabic countries,SHEEP LEATHERS IN THEIR WET CONDITION,41051000
2346,0,8733,183497,"Asian not Arabic ,not Islamic",SHEEP LEATHERS IN THEIR WET CONDITION,41051000
2347,0,92,1929,North America,SHEEP LEATHERS IN THEIR WET CONDITION,41051000
2348,0,1528,43331,European Union,SHEEP LEATHERS IN THEIR WET CONDITION,41051000
2349,0,1268,7622,Islamic not Arabic countries,SHEEP LEATHERS IN THEIR DRY CONDITIO,41053000
2350,0,1012,4533,"Asian not Arabic ,not Islamic",SHEEP LEATHERS IN THEIR DRY CONDITIO,41053000
2351,0,40,855,European Union,SHEEP LEATHERS IN THEIR DRY CONDITIO,41053000
2352,0,80,1626,Gulf Cooperation Council,GOAT LEATHERS IN THEIR WET CONDITION,41062100
2353,0,627,9824,Islamic not Arabic countries,GOAT LEATHERS IN THEIR WET CONDITION,41062100
2354,0,1953,37160,"Asian not Arabic ,not Islamic",GOAT LEATHERS IN THEIR WET CONDITION,41062100
2355,0,22,537,South America,GOAT LEATHERS IN THEIR WET CONDITION,41062100
2356,0,333,6607,European Union,GOAT LEATHERS IN THEIR WET CONDITION,41062100
2357,0,2,432,Islamic not Arabic countries,MORE PREPARED LEATHERS AFTER TANNING OR DRYING,41120000
2358,0,44,7654,"Asian not Arabic ,not Islamic",MORE PREPARED LEATHERS AFTER TANNING OR DRYING,41120000
2359,0,5,708,European Union,MORE PREPARED LEATHERS AFTER TANNING OR DRYING,41120000
2360,0,15,378,Gulf Cooperation Council,LEATHER TRUNKS AND SUITCASES,42021110
2361,0,874,2822,Other Arab League Countries,LEATHER TRUNKS AND SUITCASES,42021110
2362,0,49,312,Islamic not Arabic countries,LEATHER TRUNKS AND SUITCASES,42021110
2363,0,5,344,Gulf Cooperation Council,LEATHER SCHOOL SATCHELS,42021130
2364,0,12,303,Islamic not Arabic countries,LEATHER SCHOOL SATCHELS,42021130
2365,0,32,313,Gulf Cooperation Council,OTHER LEATHER CASES AND TRUNKS,42021190
2366,0,46,1140,Other Arab League Countries,OTHER LEATHER CASES AND TRUNKS,42021190
2367,0,69,898,Gulf Cooperation Council,TEXTILE OR PLASTIC TRUNKS AND SUITCASES,42021210
2368,0,34,461,Gulf Cooperation Council,OTHER TEXTILE OR PLASTIC CASES OR TRUNKS,42021290
2369,0,16,345,Other Arab League Countries,OTHER TEXTILE OR PLASTIC CASES OR TRUNKS,42021290
2370,0,39,1415,Gulf Cooperation Council,HANDBAGS WITH OUTER SURFACE OF LEATHER,42022100
2371,0,1,875,"Asian not Arabic ,not Islamic",HANDBAGS WITH OUTER SURFACE OF LEATHER,42022100
2372,0,24,1251,Gulf Cooperation Council,HANDBAGS WITH OUTER SURFACE OF PLASTIC OR TEXTILES,42022200
2373,0,0,336,"Asian not Arabic ,not Islamic",HANDBAGS WITH OUTER SURFACE OF PLASTIC OR TEXTILES,42022200
2374,0,12,741,Gulf Cooperation Council,OTHER HANDBAGS,42022900
2375,0,3,4492,European Union,OTHER HANDBAGS,42022900
2376,0,2,2157,European Union,OTHER POCKET ITEMS,42023900
2377,0,1,366,European Union,OTHER CASES WITH OUTER SURFACE OF LEATHER,42029100
2378,0,17,456,Gulf Cooperation Council,OTHER LEATHER GLOVES,42032900
2379,0,5,421,European Union,OTHER LEATHER GLOVES,42032900
2380,0,4,306,Gulf Cooperation Council,BELTS AND BANDOLIERS OF LEATHER,42033000
2381,0,2,2210,European Union,BELTS AND BANDOLIERS OF LEATHER,42033000
2382,0,49,1237,"Asian not Arabic ,not Islamic","OTHER WHOLE FURSKINS, TANNED OR DRESSED",43021900
2383,0,20,591,European Union,"OTHER WHOLE FURSKINS, TANNED OR DRESSED",43021900
