,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,الفهرس / Index
0,,,,,,,,,
1,الواردات حسب الدول,,,,,,,,
2,Imports by Country,,,,,,,,
3,مرتبة,الدول,الربع الثاني / Q2,الربع الأول / Q1,الربع الثاني / Q2,Country,Rank,,
4,,,2020,2021,2021,,,,
5,,,القيمة (مليون ريال) / (Million Riyals),,,,,,
6,1,الصـين,27762.571408,28672.171130000002,25679.954387,CHINA,1,,
7,2,الامارات العربية المتحدة,7072.644815,12586.885145,13482.467715,UNITED ARAB EMIRATES,2,,
8,3,الولايات المتحدة الامريكية,13618.785107,16078.199931,13099.942399,U.S.A,3,,
9,4,المانيا,6877.631138000001,6621.0671600000005,7448.297570999999,GERMANY,4,,
10,5,الـهـنـد,4388.566902,7501.885937999999,7185.961510000001,INDIA,5,,
11,6,الـيـابـان,5589.620302,6201.40603,6016.382557000001,JAPAN,6,,
12,7,ايطاليا,3417.25033,4163.895711,4377.9816630000005,ITALY,7,,
13,8,مـصـر,2499.445933,3033.796193,3579.69709,EGYPT,8,,
14,9,فرنسا,3982.470418,4666.1114370000005,3523.748581,FRANCE,9,,
15,10,كندا,1587.33525,945.049906,3469.3394230000004,CANADA,10,,
16,11,المملكة المتحدة,2539.575779,3604.0716469999998,3292.459328,UNITED KINGDOM,11,,
17,12,كوريا الجنوبية,4131.446545000001,3120.0218290000003,2569.812458,SOUTH KOREA,12,,
18,13,البرازيل,1929.188577,2086.304951,2476.632299,BRAZIL,13,,
19,14,هولندا,1765.792633,1743.324661,2367.1365109999997,NETHERLANDS,14,,
20,15,البحرين,1093.981534,1609.302683,2250.3761329999998,BAHRAIN,15,,
21,16,اسبانيا,1852.908022,2193.93095,2184.568258,SPAIN,16,,
22,17,تـايلند,1877.247918,2063.591865,2131.386755,THAILAND,17,,
23,18,بلجيكا,922.010615,1538.040274,2105.7714960000003,BELGIUM,18,,
24,19,انـدونيسـيا,1304.8464589999999,1925.5102769999999,2097.4310130000003,INDONESIA,19,,
25,20,سـلطنة عمان,1771.323492,1191.188444,1765.712346,SULTANATE OF OMAN,20,,
26,21,سـنغافورة,938.290598,1135.644221,1688.345361,SINGAPORE,21,,
27,22,استراليا,579.238741,1721.2078350000002,1586.0232529999998,AUSTRALIA,22,,
28,23,سـويسـرا,1304.628537,1567.597855,1528.6073069999998,SWITZERLAND,23,,
29,24,هونج كونج,1317.789999,860.05902,1512.511723,HONG KONG,24,,
30,25,السويد,1228.6519839999999,1275.374707,1423.311423,SWEDEN,25,,
31,26,الاردن,876.248548,1090.0075510000001,1296.856891,JORDAN,26,,
32,27,فيتنام,905.767517,1460.59811,1287.218089,VIETNAM,27,,
33,28,بولندا,1379.98538,1266.50122,1161.797915,POLAND,28,,
34,29,ايرلندا,1215.5373730000001,1054.394437,1117.9193209999999,IRELAND,29,,
35,30,مـاليزيا,899.752174,1347.9701850000001,1104.599332,MALAYSIA,30,,
36,31,تايوان,1148.548654,1098.247467,1033.4762369999999,TAIWAN,31,,
37,32,الارجنتين,962.0990360000001,364.347003,840.740495,ARGENTINA,32,,
38,33,روسيا الاتحادية,1877.377488,573.296321,795.4047410000001,RUSSIAN FEDERATION,33,,
39,34,المكسيك,768.3185100000001,861.556732,752.944714,MEXICO,34,,
40,35,باكسـتان,527.255725,521.3209979999999,725.776736,PAKISTAN,35,,
41,36,الدنمرك,795.7902670000001,787.11842,709.73747,DENMARK,36,,
42,37,جنوب افريقيا,595.625153,427.243581,687.676733,SOUTH AFRICA,37,,
43,38,فنلندا,365.946356,390.550488,615.692768,FINLAND,38,,
44,39,جمهورية كونجو الديمقراطية (زائير),272.39023199999997,569.300714,603.014925,"CONGO, THE DEMOCRATIC REPUBLIC",39,,
45,40,اوكرانيا,728.137351,574.999051,588.917296,UKRAINE,40,,
46,41,النمسـا,939.790842,525.194654,577.059103,AUSTRIA,41,,
47,42,رومانيا,406.10979299999997,429.73043199999995,539.98648,ROMANIA,42,,
48,43,الكويت,276.30202199999997,463.08090200000004,521.348592,KUWAIT,43,,
49,44,بنجـلادش,194.429844,518.36625,473.238386,BANGLADESH,44,,
50,45,التشيك,579.457819,391.95986700000003,453.60318500000005,CZECH REPUBLIC,45,,
