,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,الفهرس / Index
51,46,المجر (هنغاريا),267.12438799999995,277.742568,333.74839099999997,HUNGARY,46,,
52,47,نيوزلندا,637.047629,448.389142,320.577786,NEW ZEALAND,47,,
53,48,سوريا,159.526511,300.31039400000003,296.881751,SYRIA,48,,
54,49,اليونان,307.66540399999997,635.479122,290.434969,GREECE,49,,
55,50,بلغاريا,83.793219,263.253135,268.315141,BULGARIA,50,,
56,51,جواتيمالا,424.574885,266.46583200000003,252.800202,GUATEMALA,51,,
57,52,اثيوبيا,207.68291499999998,178.19142599999998,245.59771999999998,ETHIOPIA,52,,
58,53,سلوفاكيا,215.754391,129.809313,245.273319,SLOVAKIA,53,,
59,54,لبنان,190.448148,243.005991,240.90993799999998,LEBANON,54,,
60,55,الجمهورية اليمنية,172.119507,235.205443,233.95140800000001,REPUBLIC OF YEMEN,55,,
61,56,السـودان,360.29391899999996,323.80733299999997,194.686542,SUDAN,56,,
62,57,الـفـلبين,161.207646,195.167206,186.88011899999998,PHILIPPINES,57,,
63,58,شيلي,295.695087,84.61932599999999,181.349145,CHILE,58,,
64,59,البرتغال,164.91769599999998,189.624256,174.920634,PORTUGAL,59,,
65,60,سلوفينيا,63.870523999999996,79.565438,156.29937999999999,SLOVENIA,60,,
66,61,اسـتونيا,22.046296,15.92654,152.472158,ESTONIA,61,,
67,62,اكوادور,160.265309,107.21743000000001,147.70032,ECUADOR,62,,
68,63,النرويج,166.039182,373.43756999999994,142.199405,NORWAY,63,,
69,64,كرواتيا,17.353932,72.991139,127.25615499999999,CROATIA,64,,
70,65,المغرب,72.050162,122.909232,121.95579000000001,MOROCCO,65,,
71,66,قطـر,-,0.880456,105.012934,QATAR,66,,
72,67,لتوانيا,83.111095,122.76349000000002,103.63558,LITHUANIA,67,,
73,68,جزر الباهاما,0.06393700000000001,0.004314,99.670867,BAHAMAS,68,,
74,69,الاتحاد الأوربي، غير مذكورة في مكان آخر,199.001909,169.137568,95.614931,"EUROPEAN UNION, N.E.S",69,,
75,70,سـيريلنكا,74.217928,122.44078999999999,91.581343,SRI LANKA,70,,
76,71,صربيا,28.904215,43.013782,89.358511,SERBIA,71,,
77,72,كينيا,71.936046,80.177058,85.71208,KENYA,72,,
78,73,تركيا,2451.699513,119.160992,80.18303800000001,TURKEY,73,,
79,74,كازاخستان,0.38907499999999995,55.350525999999995,79.719475,KAZAKHSTAN,74,,
80,75,كامبوديا,27.494563,104.30002200000001,73.79676599999999,CAMBODIA,75,,
81,76,بورتريكو,45.923894,50.284585,71.65151300000001,PUERTO RICO,76,,
82,77,تونس,36.774397,69.454039,71.44703799999999,TUNISIA,77,,
83,78,كوستاريكا,43.398756,45.024124,68.15878000000001,COSTA RICA,78,,
84,79,جمهورية الصومال,36.537936,46.294340000000005,68.156048,SOMALIA,79,,
85,80,جورجيا,11.241931000000001,20.201413000000002,61.382734,GEORGIA,80,,
86,81,قبرص,24.141627,40.894686,46.968991,CYPRUS,81,,
87,82,لوكسمبورج,42.646197,72.770112,45.418959,LUXEMBOURG,82,,
88,83,كولمبيا,21.972402,54.153256,44.516110999999995,COLOMBIA,83,,
89,84,نيجيريا,17.378806,17.497177999999998,43.198423999999996,NIGERIA,84,,
90,85,تشـاد,0.778038,11.547509000000002,40.841083,CHAD,85,,
91,86,موريشس,3.1079179999999997,18.852632,40.628755,MAURITIUS,86,,
92,87,ميانمار ( بورما ),63.799405,60.120062999999995,32.695311000000004,MYANMAR,87,,
93,88,جيبوتي,29.936778,15.336167,32.690329,DJIBOUTI,88,,
94,89,افغانسـتان,18.155855,39.489091,24.953439,AFGHANISTAN,89,,
95,90,البانيا,2.01086,16.622259,20.319513,ALBANIA,90,,
96,91,براغواى,6.0317300000000005,15.984469,19.872575,PARAGUAY,91,,
97,92,لاتفيا,16.020685,11.273261,19.710698999999998,LATVIA,92,,
98,93,بنما,1.816164,327.93647500000003,18.682528,PANAMA,93,,
99,94,البوسنة والهرسك,23.259437,26.295766999999998,17.877942,BOSNIA & HERZEGOVINA,94,,
100,95,أوزباكستان,7.198449999999999,13.409524000000001,15.925021000000001,UZBEKISTAN,95,,
101,96,بيرو,15.081102,24.641219,13.874346,PERU,96,,
102,97,فلسطين,6.918550999999999,17.513884,13.251612,PALESTINE,97,,
103,98,مقدونيا,4.8802900000000005,25.783539,10.787544,MACEDONIA,98,,
104,99,الجزائر,3.113365,3.3606909999999997,10.585512000000001,ALGERIA,99,,
105,100,العراق,8.778227,15.858764,8.599534,IRAQ,100,,
106,101,مالطـه,1.946231,9.328356,8.029792,MALTA,101,,
107,102,جمهورية الدومينيكان,10.441449,8.75142,7.803910999999999,DOMINICAN REPUBLIC,102,,
108,103,بيلاروس,12.135572,4.2737750000000005,7.107984,BELARUS,103,,
109,104,سان مارينو,4.503286,8.958886,6.178457,SAN MARINO,104,,
110,105,الدومونيك,5.798253,9.445402,5.955747,DOMINICA,105,,
111,106,تنزانيا,8.919463,3.6132910000000003,5.821351,TANZANIA,106,,
112,107,ليختشتاين,0.169609,1.45789,5.71418,LIECHTENSTEIN,107,,
113,108,ساحل العاج (كوت دي فوار),6.332265,6.227271,5.058282,COTE D'IVOIRE,108,,
114,109,اذربيجان,1.542312,3.203608,4.444089,AZERBAIJAN,109,,
115,110,مولدافيا,6.353668,5.314348,4.352651,MOLDOVA,110,,
116,111,سانت فينست,0.010045,15.0705,4.3125,SAINT VINCENT AND THE GRENADINES,111,,
117,112,السلفادور,3.722835,2.7312830000000003,4.287419,EL SALVADOR,112,,
118,113,زمبابوي,1.209521,0.415614,3.954549,ZIMBABWE,113,,
119,114,اوغندا,3.371676,4.829271,3.882396,UGANDA,114,,
120,115,موزمبيق,5.322691,4.124716,3.592576,MOZAMBIQUE,115,,
121,116,زامبيا,31.708811,25.261776,3.133983,ZAMBIA,116,,
122,117,غانا,3.253663,2.744496,2.863829,GHANA,117,,
123,118,مدغشقر,1.362921,5.529604,2.608396,MADAGASCAR,118,,
124,119,الكميرون,4.059788,2.809333,2.453201,CAMEROON,119,,
125,120,بنين (داهومي),0.187197,0.024637,2.348776,BENIN,120,,
126,121,جمهورية كوسوفو,-,-,2.303105,REPUBLIC OF KOSOVO,121,,
127,122,كونجو,0.0933,0.157702,2.13473,CONGO,122,,
128,123,هوندوراس,2.260841,1.031637,2.081089,HONDURAS,123,,
129,124,الجابون,17.395616,1.632245,1.9528690000000002,GABON,124,,
130,125,اندورا,0.025214,0.242,1.917364,ANDORRA,125,,
131,126,نيكراجوا,1.8518350000000001,1.001156,1.8405909999999999,NICARAGUA,126,,
132,127,لاوس,4.254626,1.999263,1.5515750000000001,LAOS,127,,
133,128,ارميـنيا,0.6486689999999999,0.715497,1.542779,ARMENIA,128,,
134,129,نامبيبيا,0.24806499999999998,3.348565,1.450003,NAMIBIA,129,,
135,130,تريندادوتوباكو,7.25473,0.050282,1.364523,TRINIDAD & TOBAGO,130,,
136,131,جزر فيجى,1.287173,1.234185,1.29982,FIJI,131,,
137,132,قرقيزيا,0.260247,0.914303,1.111872,KYRGYZSTAN,132,,
138,133,بوليفيا,0.903748,1.61765,1.020712,BOLIVIA,133,,
139,134,سوازى لاند,12.104187,0.513234,0.956308,SWAZILAND,134,,
140,135,سورينام,0.013055,-,0.871246,SURINAME,135,,
141,136,اروبا,1.391133,0.5480970000000001,0.844726,ARUBA,136,,
142,137,مـكـاو,0.612711,1.3053059999999999,0.757764,MACAO,137,,
143,138,توجو,0.7956,1.3707280000000002,0.725393,TOGO,138,,
144,139,موناكو,1.4098739999999998,1.4695459999999998,0.688137,MONACO,139,,
145,140,اورغواى,23.037031000000002,4.808070000000001,0.656843,URUGUAY,140,,
146,141,كوبا,0.075117,0.427983,0.6326130000000001,CUBA,141,,
147,142,ايسـلاند,0.756475,0.8813590000000001,0.609221,ICELAND,142,,
148,143,راوندى,0.319174,1.286542,0.592121,RWANDA,143,,
149,144,ملاوي,1.839591,0.001399,0.5062139999999999,MALAWI,144,,
150,145,جزر فيرجين البريطانية,0.003376,0.599812,0.49594200000000005,VIRGIN ISLANDS BRITISH,145,,
151,146,سيراليون,0.004412,0.69236,0.35365,SIERRA LEONE,146,,
152,147,كوراكاو,-,0.191555,0.329661,CURACAO,147,,
153,148,ليبيا,0.175188,0.039809,0.300528,LIBYA,148,,
154,149,بروناي دار السلام,0.453181,0.050014,0.230318,BRUNEI DARUSSALAM,149,,
155,,بقية الدول,11.646877000000002,107.59246500000002,7.647941,OTHER COUNTRIES,,,
156,,الإجمالي,124848.78325399989,139502.20830499998,140944.23183499998,TOTAL,,,
