,Quantity/Units,Weights (Tons),Value(1000 SAR),Country Name,Country Code,Description,Commodity Code,value in Millions
18427,0,9747,134289,CHINA,142,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,134.289
18428,0,91,7102,U.S.A,410,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,7.102
18429,0,125,4268,PORTUGAL,515,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,4.268
18430,0,2648,117650,GERMANY,517,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,117.65
18431,0,21,1091,UNITED KINGDOM,521,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,1.091
18432,0,46,4303,FRANCE,522,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,4.303
18433,0,3800,98627,ITALY,523,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,98.627
18434,0,413,8553,TURKEY,525,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,8.553
18435,0,341,12444,SPAIN,526,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,12.444
18436,0,230,13451,BULGARIA,539,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,13.451
18437,0,83,5222,Other Countries,997,VALVES FOR DRAINING THE WATER FROM BATHROOMS AND SINKS,84818070,5.222
18438,0,5,2597,UNITED ARAB EMIRATES,120,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,2.597
18439,0,8,1315,INDIA,131,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,1.315
18440,0,10,2030,CHINA,142,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,2.03
18441,0,116,17695,U.S.A,410,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,17.695
18442,0,15,4051,GERMANY,517,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,4.051
18443,0,135,8240,NETHERLANDS,518,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,8.24
18444,0,10,2946,UNITED KINGDOM,521,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,2.946
18445,0,2,1091,FRANCE,522,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,1.091
18446,0,291,13806,ITALY,523,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,13.806
18447,0,73,3605,SPAIN,526,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,3.605
18448,0,17,4245,Other Countries,997,"CAPS FOR SPRAYING CANS FILLED WITH INSECTICIDES, ETC.",84818080,4.245
18449,0,161,15375,BAHRAIN,116,"OTHER VALVES, COCKS, ETC.",84818090,15.375
18450,0,192,58211,UNITED ARAB EMIRATES,120,"OTHER VALVES, COCKS, ETC.",84818090,58.211
18451,0,225,2872,PAKISTAN,129,"OTHER VALVES, COCKS, ETC.",84818090,2.872
18452,0,360,28445,INDIA,131,"OTHER VALVES, COCKS, ETC.",84818090,28.445
18453,0,507,45007,THAILAND,134,"OTHER VALVES, COCKS, ETC.",84818090,45.007
18454,0,3,1003,MALAYSIA,135,"OTHER VALVES, COCKS, ETC.",84818090,1.003
18455,0,59,2681,SINGAPORE,136,"OTHER VALVES, COCKS, ETC.",84818090,2.681
18456,0,6346,151853,CHINA,142,"OTHER VALVES, COCKS, ETC.",84818090,151.853
18457,0,61,4141,TAIWAN,143,"OTHER VALVES, COCKS, ETC.",84818090,4.141
18458,0,181,11673,SOUTH KOREA,147,"OTHER VALVES, COCKS, ETC.",84818090,11.673
18459,0,61,10840,JAPAN,148,"OTHER VALVES, COCKS, ETC.",84818090,10.84
18460,0,23,3094,AUSTRALIA,310,"OTHER VALVES, COCKS, ETC.",84818090,3.094
18461,0,457,114801,U.S.A,410,"OTHER VALVES, COCKS, ETC.",84818090,114.801
18462,0,18,3072,CANADA,411,"OTHER VALVES, COCKS, ETC.",84818090,3.072
18463,0,16,4998,MEXICO,443,"OTHER VALVES, COCKS, ETC.",84818090,4.998
18464,0,24,4643,FINLAND,510,"OTHER VALVES, COCKS, ETC.",84818090,4.643
18465,0,4,1222,SWEDEN,511,"OTHER VALVES, COCKS, ETC.",84818090,1.222
18466,0,17,2724,DENMARK,513,"OTHER VALVES, COCKS, ETC.",84818090,2.724
18467,0,13,4143,SWITZERLAND,514,"OTHER VALVES, COCKS, ETC.",84818090,4.143
18468,0,125,10671,PORTUGAL,515,"OTHER VALVES, COCKS, ETC.",84818090,10.671
18469,0,1552,108308,GERMANY,517,"OTHER VALVES, COCKS, ETC.",84818090,108.308
18470,0,16,4176,NETHERLANDS,518,"OTHER VALVES, COCKS, ETC.",84818090,4.176
18471,0,3,1110,BELGIUM,519,"OTHER VALVES, COCKS, ETC.",84818090,1.11
18472,0,270,38141,UNITED KINGDOM,521,"OTHER VALVES, COCKS, ETC.",84818090,38.141
18473,0,156,29486,FRANCE,522,"OTHER VALVES, COCKS, ETC.",84818090,29.486
18474,0,3922,185524,ITALY,523,"OTHER VALVES, COCKS, ETC.",84818090,185.524
18475,0,241,6976,TURKEY,525,"OTHER VALVES, COCKS, ETC.",84818090,6.976
18476,0,220,11085,SPAIN,526,"OTHER VALVES, COCKS, ETC.",84818090,11.085
18477,0,65,4472,POLAND,533,"OTHER VALVES, COCKS, ETC.",84818090,4.472
18478,0,3,1292,HUNGARY,535,"OTHER VALVES, COCKS, ETC.",84818090,1.292
18479,0,40,2982,BULGARIA,539,"OTHER VALVES, COCKS, ETC.",84818090,2.982
18480,0,19,2356,ROMANIA,540,"OTHER VALVES, COCKS, ETC.",84818090,2.356
18481,0,37,3896,Other Countries,997,"OTHER VALVES, COCKS, ETC.",84818090,3.896
18482,0,102,10804,UNITED ARAB EMIRATES,120,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,10.804
18483,0,407,22963,INDIA,131,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,22.963
18484,0,18,1042,THAILAND,134,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.042
18485,0,24,5255,SINGAPORE,136,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,5.255
18486,0,3331,90593,CHINA,142,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,90.593
18487,0,7,1472,TAIWAN,143,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.472
18488,0,37,12981,SOUTH KOREA,147,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,12.981
18489,0,27,19957,JAPAN,148,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,19.957
18490,0,22,4452,AUSTRALIA,310,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,4.452
18491,0,423,87265,U.S.A,410,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,87.265
18492,0,9,2270,CANADA,411,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,2.27
18493,0,36,5825,MEXICO,443,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,5.825
18494,0,16,5634,FINLAND,510,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,5.634
18495,0,16,1143,DENMARK,513,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.143
18496,0,49,2216,SWITZERLAND,514,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,2.216
18497,0,191,38362,GERMANY,517,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,38.362
18498,0,82,26163,NETHERLANDS,518,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,26.163
18499,0,13,2444,BELGIUM,519,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,2.444
18500,0,140,21525,UNITED KINGDOM,521,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,21.525
18501,0,197,59087,FRANCE,522,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,59.087
18502,0,863,46906,ITALY,523,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,46.906
18503,0,122,5602,SPAIN,526,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,5.602
18504,0,16,1095,POLAND,533,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.095
18505,0,2,1066,HUNGARY,535,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.066
18506,0,13,4591,ROMANIA,540,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,4.591
18507,0,2,1922,CZECH REPUBLIC,552,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,1.922
18508,0,81,4651,Other Countries,997,"PARTS FOR VALVES, COCKS AND SIMILAR ITEMS",84819000,4.651
18509,0,4,1617,UNITED ARAB EMIRATES,120,BALL BEARINGS,84821000,1.617
18510,0,123,5199,INDIA,131,BALL BEARINGS,84821000,5.199
18511,0,79,5302,THAILAND,134,BALL BEARINGS,84821000,5.302
18512,0,6,2181,SINGAPORE,136,BALL BEARINGS,84821000,2.181
18513,0,352,11021,CHINA,142,BALL BEARINGS,84821000,11.021
18514,0,24,1104,TAIWAN,143,BALL BEARINGS,84821000,1.104
18515,0,131,5160,SOUTH KOREA,147,BALL BEARINGS,84821000,5.16
18516,0,565,44707,JAPAN,148,BALL BEARINGS,84821000,44.707
18517,0,141,37867,U.S.A,410,BALL BEARINGS,84821000,37.867
18518,0,9,2448,CANADA,411,BALL BEARINGS,84821000,2.448
18519,0,19,1524,MEXICO,443,BALL BEARINGS,84821000,1.524
18520,0,13,1471,SWEDEN,511,BALL BEARINGS,84821000,1.471
18521,0,3,1269,SWITZERLAND,514,BALL BEARINGS,84821000,1.269
18522,0,31,3992,AUSTRIA,516,BALL BEARINGS,84821000,3.992
18523,0,157,22604,GERMANY,517,BALL BEARINGS,84821000,22.604
18524,0,5,3847,NETHERLANDS,518,BALL BEARINGS,84821000,3.847
18525,0,8,1600,BELGIUM,519,BALL BEARINGS,84821000,1.6
18526,0,22,5957,UNITED KINGDOM,521,BALL BEARINGS,84821000,5.957
18527,0,61,7504,FRANCE,522,BALL BEARINGS,84821000,7.504
18528,0,87,16319,ITALY,523,BALL BEARINGS,84821000,16.319
18529,0,32,1606,TURKEY,525,BALL BEARINGS,84821000,1.606
18530,0,42,1636,SPAIN,526,BALL BEARINGS,84821000,1.636
18531,0,22,2192,ROMANIA,540,BALL BEARINGS,84821000,2.192
18532,0,117,7368,Other Countries,997,BALL BEARINGS,84821000,7.368
18533,0,205,3834,INDIA,131,TAPERED ROLLER BEARINGS,84822000,3.834
18534,0,94,2264,CHINA,142,TAPERED ROLLER BEARINGS,84822000,2.264
18535,0,115,6714,JAPAN,148,TAPERED ROLLER BEARINGS,84822000,6.714
18536,0,26,1472,AUSTRALIA,310,TAPERED ROLLER BEARINGS,84822000,1.472
18537,0,26,4369,U.S.A,410,TAPERED ROLLER BEARINGS,84822000,4.369
18538,0,21,3498,SWEDEN,511,TAPERED ROLLER BEARINGS,84822000,3.498
18539,0,46,2161,AUSTRIA,516,TAPERED ROLLER BEARINGS,84822000,2.161
18540,0,145,4313,GERMANY,517,TAPERED ROLLER BEARINGS,84822000,4.313
18541,0,83,4157,SPAIN,526,TAPERED ROLLER BEARINGS,84822000,4.157
18542,0,224,5679,Other Countries,997,TAPERED ROLLER BEARINGS,84822000,5.679
18543,0,20,1481,THAILAND,134,SPHERICAL ROLLER BEARINGS,84823000,1.481
18544,0,80,1814,CHINA,142,SPHERICAL ROLLER BEARINGS,84823000,1.814
18545,0,106,9359,JAPAN,148,SPHERICAL ROLLER BEARINGS,84823000,9.359
18546,0,33,6389,U.S.A,410,SPHERICAL ROLLER BEARINGS,84823000,6.389
18547,0,47,6567,SWEDEN,511,SPHERICAL ROLLER BEARINGS,84823000,6.567
18548,0,19,3508,GERMANY,517,SPHERICAL ROLLER BEARINGS,84823000,3.508
18549,0,12,1266,UNITED KINGDOM,521,SPHERICAL ROLLER BEARINGS,84823000,1.266
18550,0,118,6276,Other Countries,997,SPHERICAL ROLLER BEARINGS,84823000,6.276
18551,0,26,1130,INDIA,131,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.13
18552,0,22,1645,THAILAND,134,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.645
18553,0,37,1109,CHINA,142,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.109
18554,0,21,2734,JAPAN,148,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,2.734
18555,0,25,4769,U.S.A,410,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,4.769
18556,0,3,1307,CANADA,411,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.307
18557,0,2,1552,SWITZERLAND,514,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.552
18558,0,66,11725,GERMANY,517,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,11.725
18559,0,9,1178,NETHERLANDS,518,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.178
18560,0,9,1243,UNITED KINGDOM,521,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,1.243
18561,0,44,2416,ITALY,523,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,2.416
18562,0,19,4050,ROMANIA,540,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,4.05
18563,0,69,5204,Other Countries,997,OTHER CYLINDRICAL ROLLER BEARINGS,84825000,5.204
18564,0,283,12315,CHINA,142,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,12.315
18565,0,35,1419,SOUTH KOREA,147,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,1.419
18566,0,71,10603,JAPAN,148,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,10.603
18567,0,59,8109,U.S.A,410,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,8.109
18568,0,71,8409,GERMANY,517,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,8.409
18569,0,15,1444,UNITED KINGDOM,521,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,1.444
18570,0,345,31723,ITALY,523,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,31.723
18571,0,141,6495,SPAIN,526,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,6.495
18572,0,27,1481,POLAND,533,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,1.481
18573,0,253,6962,Other Countries,997,"OTHER BEARINGS, INCLUDING COMBINED BALL/ROLLER",84828000,6.962
18574,0,1,1086,UNITED ARAB EMIRATES,120,"BALLS, NEEDLES AND ROLLERS",84829100,1.086
18575,0,3,1271,JAPAN,148,"BALLS, NEEDLES AND ROLLERS",84829100,1.271
18576,0,32,4312,U.S.A,410,"BALLS, NEEDLES AND ROLLERS",84829100,4.312
18577,0,11,1778,GERMANY,517,"BALLS, NEEDLES AND ROLLERS",84829100,1.778
18578,0,78,4960,Other Countries,997,"BALLS, NEEDLES AND ROLLERS",84829100,4.96
18579,0,171,3159,CHINA,142,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,3.159
18580,0,13,4324,JAPAN,148,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,4.324
18581,0,30,7495,U.S.A,410,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,7.495
18582,0,10,1004,SWEDEN,511,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,1.004
18583,0,14,1272,DENMARK,513,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,1.272
18584,0,26,6137,GERMANY,517,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,6.137
18585,0,79,16105,BELGIUM,519,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,16.105
18586,0,5,1373,UNITED KINGDOM,521,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,1.373
18587,0,10,1065,FRANCE,522,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,1.065
18588,0,21,3122,ITALY,523,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,3.122
18589,0,7,2005,"EUROPEAN UNION, N.E.S",950,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,2.005
18590,0,101,6643,Other Countries,997,OTHER PARTS FOR BALL OR ROLLER BEARINGS,84829900,6.643
18591,0,67,2192,INDIA,131,TRANSMISSION SHAFTS AND CRANKS,84831000,2.192
18592,0,800,19759,CHINA,142,TRANSMISSION SHAFTS AND CRANKS,84831000,19.759
18593,0,40,2666,SOUTH KOREA,147,TRANSMISSION SHAFTS AND CRANKS,84831000,2.666
18594,0,99,23485,JAPAN,148,TRANSMISSION SHAFTS AND CRANKS,84831000,23.485
18595,0,172,28817,U.S.A,410,TRANSMISSION SHAFTS AND CRANKS,84831000,28.817
18596,0,15,3240,CANADA,411,TRANSMISSION SHAFTS AND CRANKS,84831000,3.24
18597,0,16,1429,MEXICO,443,TRANSMISSION SHAFTS AND CRANKS,84831000,1.429
18598,0,3,1350,SWITZERLAND,514,TRANSMISSION SHAFTS AND CRANKS,84831000,1.35
18599,0,572,39874,GERMANY,517,TRANSMISSION SHAFTS AND CRANKS,84831000,39.874
18600,0,11,2881,NETHERLANDS,518,TRANSMISSION SHAFTS AND CRANKS,84831000,2.881
18601,0,13,3808,BELGIUM,519,TRANSMISSION SHAFTS AND CRANKS,84831000,3.808
18602,0,15,6559,UNITED KINGDOM,521,TRANSMISSION SHAFTS AND CRANKS,84831000,6.559
18603,0,19,4390,FRANCE,522,TRANSMISSION SHAFTS AND CRANKS,84831000,4.39
18604,0,54,7849,ITALY,523,TRANSMISSION SHAFTS AND CRANKS,84831000,7.849
18605,0,98,1676,TURKEY,525,TRANSMISSION SHAFTS AND CRANKS,84831000,1.676
18606,0,45,2205,SPAIN,526,TRANSMISSION SHAFTS AND CRANKS,84831000,2.205
18607,0,63,2239,CZECH REPUBLIC,552,TRANSMISSION SHAFTS AND CRANKS,84831000,2.239
18608,0,15,36276,"EUROPEAN UNION, N.E.S",950,TRANSMISSION SHAFTS AND CRANKS,84831000,36.276
18609,0,69,6606,Other Countries,997,TRANSMISSION SHAFTS AND CRANKS,84831000,6.606
18610,0,84,1740,CHINA,142,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,1.74
18611,0,101,3484,SOUTH KOREA,147,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,3.484
18612,0,129,4238,JAPAN,148,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,4.238
18613,0,42,6014,U.S.A,410,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,6.014
18614,0,75,26851,GERMANY,517,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,26.851
18615,0,54,4096,NETHERLANDS,518,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,4.096
18616,0,7,1470,ITALY,523,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,1.47
18617,0,151,4646,Other Countries,997,"BEARING HOUSINGS, WITH BALL OR ROLLER BEARINGS",84832000,4.646
18618,0,39,1981,INDIA,131,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.981
18619,0,40,2404,CHINA,142,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.404
18620,0,18,1307,SOUTH KOREA,147,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.307
18621,0,55,8302,JAPAN,148,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,8.302
18622,0,17,1183,SOUTH AFRICA,254,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.183
18623,0,138,25215,U.S.A,410,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,25.215
18624,0,12,2918,CANADA,411,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.918
18625,0,74,1152,BRAZIL,439,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.152
18626,0,32,2699,MEXICO,443,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.699
18627,0,19,1436,SWEDEN,511,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.436
18628,0,71,1222,AUSTRIA,516,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,1.222
18629,0,166,25859,GERMANY,517,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,25.859
18630,0,21,2798,UNITED KINGDOM,521,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.798
18631,0,28,2228,FRANCE,522,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.228
18632,0,22,2794,ITALY,523,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,2.794
18633,0,92,7584,POLAND,533,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,7.584
18634,0,191,8931,Other Countries,997,BEARING HOUSINGS WITHOUT BALL OR ROLLER BEARINGS,84833000,8.931
18635,0,268,6112,INDIA,131,GEARS AND GEARING AND SIMILAR ITEMS,84834000,6.112
18636,0,8155,216868,CHINA,142,GEARS AND GEARING AND SIMILAR ITEMS,84834000,216.868
18637,0,13,1360,TAIWAN,143,GEARS AND GEARING AND SIMILAR ITEMS,84834000,1.36
18638,0,121,4352,SOUTH KOREA,147,GEARS AND GEARING AND SIMILAR ITEMS,84834000,4.352
18639,0,40,11229,JAPAN,148,GEARS AND GEARING AND SIMILAR ITEMS,84834000,11.229
18640,0,351,37163,U.S.A,410,GEARS AND GEARING AND SIMILAR ITEMS,84834000,37.163
18641,0,27,2042,FINLAND,510,GEARS AND GEARING AND SIMILAR ITEMS,84834000,2.042
18642,0,541,52157,GERMANY,517,GEARS AND GEARING AND SIMILAR ITEMS,84834000,52.157
18643,0,454,7643,NETHERLANDS,518,GEARS AND GEARING AND SIMILAR ITEMS,84834000,7.643
18644,0,61,5609,BELGIUM,519,GEARS AND GEARING AND SIMILAR ITEMS,84834000,5.609
18645,0,30,3321,UNITED KINGDOM,521,GEARS AND GEARING AND SIMILAR ITEMS,84834000,3.321
18646,0,15,3441,FRANCE,522,GEARS AND GEARING AND SIMILAR ITEMS,84834000,3.441
18647,0,303,23711,ITALY,523,GEARS AND GEARING AND SIMILAR ITEMS,84834000,23.711
18648,0,335,4409,TURKEY,525,GEARS AND GEARING AND SIMILAR ITEMS,84834000,4.409
18649,0,7,1306,POLAND,533,GEARS AND GEARING AND SIMILAR ITEMS,84834000,1.306
18650,0,12,1496,CZECH REPUBLIC,552,GEARS AND GEARING AND SIMILAR ITEMS,84834000,1.496
18651,0,18,2357,"EUROPEAN UNION, N.E.S",950,GEARS AND GEARING AND SIMILAR ITEMS,84834000,2.357
18652,0,91,8455,Other Countries,997,GEARS AND GEARING AND SIMILAR ITEMS,84834000,8.455
18653,0,745,8877,CHINA,142,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,8.877
18654,0,53,1847,SOUTH KOREA,147,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,1.847
18655,0,21,1822,JAPAN,148,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,1.822
18656,0,359,13261,U.S.A,410,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,13.261
18657,0,55,4844,CANADA,411,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,4.844
18658,0,33,1690,MEXICO,443,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,1.69
18659,0,187,6178,GERMANY,517,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,6.178
18660,0,14,1102,UNITED KINGDOM,521,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,1.102
18661,0,47,3429,ITALY,523,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,3.429
18662,0,216,9192,Other Countries,997,"FLYWHEELS AND PULLEYS, INCLUDING PULLEY BLOCKS",84835000,9.192
18663,0,48,2024,INDIA,131,CLUTCHES AND SHAFT COUPLINGS,84836000,2.024
18664,0,143,3246,CHINA,142,CLUTCHES AND SHAFT COUPLINGS,84836000,3.246
18665,0,58,1817,SOUTH KOREA,147,CLUTCHES AND SHAFT COUPLINGS,84836000,1.817
18666,0,148,11854,JAPAN,148,CLUTCHES AND SHAFT COUPLINGS,84836000,11.854
18667,0,67,13801,U.S.A,410,CLUTCHES AND SHAFT COUPLINGS,84836000,13.801
18668,0,7,1533,CANADA,411,CLUTCHES AND SHAFT COUPLINGS,84836000,1.533
18669,0,76,1477,SWEDEN,511,CLUTCHES AND SHAFT COUPLINGS,84836000,1.477
18670,0,244,15875,GERMANY,517,CLUTCHES AND SHAFT COUPLINGS,84836000,15.875
18671,0,13,1197,NETHERLANDS,518,CLUTCHES AND SHAFT COUPLINGS,84836000,1.197
18672,0,10,3364,UNITED KINGDOM,521,CLUTCHES AND SHAFT COUPLINGS,84836000,3.364
18673,0,9,1791,FRANCE,522,CLUTCHES AND SHAFT COUPLINGS,84836000,1.791
18674,0,45,4782,ITALY,523,CLUTCHES AND SHAFT COUPLINGS,84836000,4.782
18675,0,115,5697,Other Countries,997,CLUTCHES AND SHAFT COUPLINGS,84836000,5.697
18676,0,7,1540,UNITED ARAB EMIRATES,120,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,1.54
18677,0,58,2328,INDIA,131,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,2.328
18678,0,740,12762,CHINA,142,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,12.762
18679,0,153,2510,SOUTH KOREA,147,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,2.51
18680,0,294,22249,JAPAN,148,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,22.249
18681,0,211,30650,U.S.A,410,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,30.65
18682,0,36,3422,CANADA,411,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,3.422
18683,0,20,1264,MEXICO,443,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,1.264
18684,0,16,3952,FINLAND,510,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,3.952
18685,0,7,1691,SWEDEN,511,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,1.691
18686,0,10,3693,SWITZERLAND,514,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,3.693
18687,0,362,41147,GERMANY,517,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,41.147
18688,0,26,4728,NETHERLANDS,518,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,4.728
18689,0,14,2498,BELGIUM,519,"PARTS FOR TRANSMISSIONS, GEARS AND SIMILAR ITEMS",84839000,2.498
