,Unnamed: 0,Unnamed: 1,الصادرات حسب مجموعات الدول و أهم الاصناف,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,R
0,,,Exports by Country Groups and Major Commodities,,,,,,,,,,,,,
1,الوزن طن,القيمة بالاف ريال,,,,,عام,2020,Year,,,,,Weight(Tons),Value (000 S R),
2,,,كود السلعة,الكمية,صادرات,,,إعادة,,,المجموع,,,,,
3,,,,,Export,,,ReExport,,,Total,,,,,
4,مجموعة الدول,الوصف,,Units,الوزن طن,القيمة بالالف ريال,الكمية,الوزن طن,القيمة بالالف ريال,الكمية,الوزن طن,القيمة بالالف ريال,Commodity Code,Commodity,Country Group,
5,,,,,Weight Tons,Value  (000 S R),Units,Weight Tons,Value  (000 S R),Units,Weight Tons,Value  (000 S R),,,,
6,دول مجلس التعاون الخليجي,لحوم وأحشاء وأطراف دجاج (جالوس دوميستكوس) غير مقطعة مبردة,2071100,0,15765.183,241949.257,0,0,0,0,15765.183,241949.257,2071100,"MEAT, CONS. BWLS & EXTREM. OF TURKEY/CHICKEN:GALL. DOM.",Gulf Cooperation Council,
7,دول مجلس التعاون الخليجي,غيره من حليب ، غير محلى,4029110,0,290567.098,736680.353,0,420.601,3773.519,0,290987.699,740453.872,4029110,"OTHER MILK, UNSWEETENED",Gulf Cooperation Council,
8,دول مجلس التعاون الخليجي,لبن زبادى,4031000,0,83779.712,390278.485,0,0.11,8.942,0,83779.822,390287.427,4031000,YOGURT,Gulf Cooperation Council,
9,دول مجلس التعاون الخليجي,أجبان مصنعة أو مطبوخة، غير مبشورة ولا مسحوقة,4063000,0,22694.569,412058.832,0,111.007,2048.806,0,22805.576,414107.638,4063000,"PROCESSED CHEESE, NOT GRATED OR POWDERED",Gulf Cooperation Council,
10,دول مجلس التعاون الخليجي,تمر مكنوز,8041021,0,45937.924,189395.822,0,14.639,464.003,0,45952.563,189859.825,8041021,STORED DATES,Gulf Cooperation Council,
11,دول مجلس التعاون الخليجي,عجائن معكرونة وشعيرية وأصناف مماثلة غير محتوية على بيض,19021910,0,20343.649,190064.842,0,69.948,243.67,0,20413.597,190308.512,19021910,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",Gulf Cooperation Council,
12,دول مجلس التعاون الخليجي,غيرها من منتجات محمصه,19054090,0,33202.84,272926.565,0,114.171,1583.286,0,33317.011,274509.851,19054090,OTHER TOASTED PRODUCTS,Gulf Cooperation Council,
13,دول مجلس التعاون الخليجي,محضرات هشه متماسكة للقرمشة (فشار، شيبس) جاهزة للاستهلاك,19059080,0,15073.869,306343.522,0,29.813,1070.266,0,15103.682,307413.788,19059080,"CRISPS (AS POP CORN, CHIPS AND THE LIKE)",Gulf Cooperation Council,
14,دول مجلس التعاون الخليجي,غيرها من مخاليط عصائر فواكة أو خضار,20099090,0,89936.606,337170.841,0,261.612,2292.586,0,90198.218,339463.427,20099090,OTHER MIXURES OF JUICES.,Gulf Cooperation Council,
15,دول مجلس التعاون الخليجي,مخاليط هيدروكربونيه عطريه اخر,27075000,0,223000,288150,0,0,0,0,223000,288150,27075000,OTHER AROMATIC HYDROCARBON MIXTURES,Gulf Cooperation Council,
16,دول مجلس التعاون الخليجي,زيوت نفط خام,27090000,0,9673478.478,11887264.281,0,0,0,0,9673478.478,11887264.281,27090000,CRUDE PETROLEUM OILS,Gulf Cooperation Council,
17,دول مجلس التعاون الخليجي,نافثا مهذبه,27101113,0,314887.144,424769.129,0,0,0,0,314887.144,424769.129,27101113,REFORMED NAPHTHA,Gulf Cooperation Council,
18,دول مجلس التعاون الخليجي,بنزين محركات,27101121,0,1330718.577,1778613.314,0,0,0,0,1330718.577,1778613.314,27101121,ENGINE  GASOLINE,Gulf Cooperation Council,
19,دول مجلس التعاون الخليجي, وقود طائرات نفاثة,27101122,0,1116865.029,1444496.422,0,0,0,0,1116865.029,1444496.422,27101122,JET AIRPLANE FUEL,Gulf Cooperation Council,
20,دول مجلس التعاون الخليجي,ديزل للمحركات,27101131,0,886104.313,993047.57,0,0,0,0,886104.313,993047.57,27101131,ENGINE DIESEL,Gulf Cooperation Council,
21,دول مجلس التعاون الخليجي,بنزين طبيعى,27101214,0,1915749.522,2410201.101,0,0,0,0,1915749.522,2410201.101,27101214,NATURAL GASOLINE,Gulf Cooperation Council,
22,دول مجلس التعاون الخليجي,وقود متعدد الغرض,27101229,0,781390,1093140.525,0,0,0,0,781390,1093140.525,27101229,FUEL FOR   OTHER PURPOSES,Gulf Cooperation Council,
23,دول مجلس التعاون الخليجي,زيوت اساسية,27101911,0,1057799.72,1072677.628,0,2.75,33,0,1057802.47,1072710.628,27101911,BASE OILS,Gulf Cooperation Council,
24,دول مجلس التعاون الخليجي,اوكسيد الومنيوم اخر,28182000,0,274478.246,282391.18,0,12.57,19.55,0,274490.816,282410.73,28182000,OTHER ALUMINIUM OXIDE,Gulf Cooperation Council,
25,دول مجلس التعاون الخليجي,بيوتال الأثير الثلاثي الميثل,29091910,0,180382.949,306653.088,0,0,0,0,180382.949,306653.088,29091910,TERT-BUTYL METHYLETHERS,Gulf Cooperation Council,
26,دول مجلس التعاون الخليجي,ايزوسيانات,29291000,0,33800.03,189691.105,0,14,152.835,0,33814.03,189843.94,29291000,ISOCYANATES,Gulf Cooperation Council,
27,دول مجلس التعاون الخليجي,غيرها من أدوية، مهيأة للبيع بالتجزئة,30049090,0,3532.126,526683.664,0,17.688,922.501,0,3549.814,527606.165,30049090,"OTHER MEDICINE, RETAIL",Gulf Cooperation Council,
28,دول مجلس التعاون الخليجي,محضرات غسيل جافه مسحوقه (مثل التابد)ـ تباع تجزئه,34022021,0,117817.196,421551.249,0,52.188,209.111,0,117869.384,421760.36,34022021,"DRY-POWDERED ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",Gulf Cooperation Council,
29,دول مجلس التعاون الخليجي,محضرات غسيل مائعه ( سائله )ـ  ، مهياه للبيع بالتجزئه,34022022,0,61353.473,326128.303,0,631.139,16939.594,0,61984.612,343067.897,34022022,"FLUID ORGANIC SURFACE-ACTIVE AGENTS, RETAIL",Gulf Cooperation Council,
30,دول مجلس التعاون الخليجي,بولي إيثلين وزنه النوعي يقل عن 0.94,39011000,0,294333.344,1060866.676,0,319.741,2611.627,0,294653.085,1063478.303,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Gulf Cooperation Council,
31,دول مجلس التعاون الخليجي,بولي إيثلين وزنه النوعي 0.94 أو أكثر,39012000,0,285623.93,915488.284,0,39.405,364.368,0,285663.335,915852.652,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Gulf Cooperation Council,
32,دول مجلس التعاون الخليجي,غيرها من بوليمرات اثيلين,39019000,0,105727.741,412570.733,0,293.85,1865.803,0,106021.591,414436.536,39019000,OTHER ETHYLENE POLYMERS,Gulf Cooperation Council,
33,دول مجلس التعاون الخليجي,بولى بروبيلين,39021000,0,182027.892,645183.525,0,37.165,81.756,0,182065.057,645265.281,39021000,POLYPRO PYLENE,Gulf Cooperation Council,
34,دول مجلس التعاون الخليجي,كلوريد بولى فنيل غير ممزوج بمواد اخر,39041000,0,74836.21,262602.694,0,105.75,534.01,0,74941.96,263136.704,39041000,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER",Gulf Cooperation Council,
35,دول مجلس التعاون الخليجي,مصنوعات بشكل لفائف من اسفلت,68071000,0,106960.316,217412.715,0,0,0,0,106960.316,217412.715,68071000,ASPHALT IN ROLLS,Gulf Cooperation Council,
36,دول مجلس التعاون الخليجي,سبائك ذهب,71081210,0,17.751,3924066.851,0,2.476,482769.559,0,20.227,4406836.41,71081210,GOLD INGOTS,Gulf Cooperation Council,
37,دول مجلس التعاون الخليجي,حلي ومجوهرات وأجزاؤها من ذهب,71131910,0,3.854,164278.423,0,0.408,239078.978,0,4.262,403357.401,71131910,JEWELLERY OF GOLD,Gulf Cooperation Council,
38,دول مجلس التعاون الخليجي,قضبان وعيدان لفات،من حديداوصلب مجلخه بالحراره بهابروزات,72131000,0,188585.472,340613.308,0,0,0,0,188585.472,340613.308,72131000,"HOT-ROLLED STEEL BARS WITH DEFORMATIONS, IRREGULAR COIL",Gulf Cooperation Council,
39,دول مجلس التعاون الخليجي,جسور واجزاوءها للمنشات من حديد صب او حديد صلب,73081000,0,45867.05,220231.002,0,1918.281,5711.799,0,47785.331,225942.801,73081000,BRIDGES AND BRIDGE-SECTIONS,Gulf Cooperation Council,
40,دول مجلس التعاون الخليجي,ابراج وصوارى شبكيه للمنشات من حديد صب او حديد صلب,73082000,0,50002.712,212264.218,0,63.372,974.394,0,50066.084,213238.612,73082000,TOWERS AND LATTICE MASTS OF IRON OR STEEL,Gulf Cooperation Council,
41,دول مجلس التعاون الخليجي,غيرها من منشات او اجزاء من حديد او صلب,73089090,0,91756.404,522555.324,0,5270.123,24911.831,0,97026.527,547467.155,73089090,OTHER IRON OR STEEL STRUCTURES OR PARTS,Gulf Cooperation Council,
42,دول مجلس التعاون الخليجي,محركات الطائرات ، دواره او يتم الاشتعال فيها بالشرر,84071000,0,0,0,557,41.667,323401.812,557,41.667,323401.812,84071000,"AIRCRAFT ENGINES, SPARK OR ROTARY",Gulf Cooperation Council,
43,دول مجلس التعاون الخليجي,أجزاء مثقاب حفر الابار,84314310,0,73.359,762.353,0,1454.709,193649.944,0,1528.068,194412.297,84314310,PARTS FOR WELL BORING DRILLS,Gulf Cooperation Council,
44,دول مجلس التعاون الخليجي,أجهزة هاتف للشبكات الخليوية أو غيرها من الشبكات اللاسلكية,85171200,0,0,0,2245913,535.171,1080725.118,2245913,535.171,1080725.118,85171200, Telephones for cellular networks or for other wireless networks,Gulf Cooperation Council,
45,دول مجلس التعاون الخليجي,كوابل متحده المحور يزيد المقطع والجهدعن 10 ملم و300فولت,85442010,0,68154.081,934491.426,0,220.655,4433.61,0,68374.736,938925.036,85442010,CO-AXIAL CABLE OVER 10 MM WIDE AND OVER 300 VOLTS,Gulf Cooperation Council,
46,دول مجلس التعاون الخليجي,موصلات كهرباء اخر لضغط يزيد عن 1000 ف يزيدالمقطع عن10ملم,85446010,0,25209.491,274644.679,0,99.764,2013.469,0,25309.255,276658.148,85446010,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,Gulf Cooperation Council,
47,دول مجلس التعاون الخليجي,غيرها من سفن لنقل البضائع وسفن لنقل الاشخاص،والبضائع معا,89019000,0,0,0,68,62239.96,589525.499,68,62239.96,589525.499,89019000,OTHER VESSELS FOR THE TRANSPORT OF GOODS,Gulf Cooperation Council,
48,دول مجلس التعاون الخليجي,سفن قاطرات وسفن دافعة,89040000,6,3336,308986.719,111,45781.04,3263009.827,117,49117.04,3571996.546,89040000,TUGS AND PUSHER CRAFT,Gulf Cooperation Council,
49,دول مجلس التعاون الخليجي,سفن جارفه حافره ( كراكات )ـ,89051000,0,0,0,2,13326,1205714.806,2,13326,1205714.806,89051000,DREDGERS,Gulf Cooperation Council,
50,دول مجلس التعاون الخليجي,منصات حفر عائمة أو غاطسة,89052000,0,0,0,16,17917,1722950.156,16,17917,1722950.156,89052000,FLOATING OR SUBMERSIBLE DRILLING PLATFORMS,Gulf Cooperation Council,
51,دول مجلس التعاون الخليجي,غيرها من احواض، سفن عائمه ومايماثلها,89059090,0,0,0,28,36394,1785080.505,28,36394,1785080.505,89059090,OTHER FLOATING DOCKS AND THE LIKE,Gulf Cooperation Council,
52,دول مجلس التعاون الخليجي,غيرها من سفن,89069090,0,0,0,0,47750.434,2956161.889,0,47750.434,2956161.889,89069090,OTHER SHIPS,Gulf Cooperation Council,
53,دول مجلس التعاون الخليجي,اجزاء ولوازم لاجهزه المساحه او لعلوم المياه ، ...الخ,90159000,0,0,0,0,2429.144,399893.308,0,2429.144,399893.308,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",Gulf Cooperation Council,
54,دول مجلس التعاون الخليجي,حفائظ اطفال,96190010,0,20954.578,370536.725,0,36.433,679.635,0,20991.011,371216.36,96190010,DIAPERS FOR CHILDREN,Gulf Cooperation Council,
55,دول مجلس التعاون الخليجي,الأمتعة الشخصية و المنـزلية المستعملة التي يجلبها المواطنون معهم,98010000,0,657.962,5075.062,0,1255.035,647706.882,0,1912.997,652781.944,98010000,the personal effects and used household items brought into the co,Gulf Cooperation Council,
56,دول مجلس التعاون الخليجي,سلع أخرى,99999999,0,6186688.284,14852082.315,0,359839.444,5008505.459,0,6546527.728,19860587.774,99999999,Other Commodities,Gulf Cooperation Council,
57,دول الجامعة العربية الاخرى,غيرهامن البان وقشدة بنسبة دسم لاتزيدعن 1%  وزنا,4011090,0,25532.875,129216.275,0,112.16,371.245,0,25645.035,129587.52,4011090,OTHER KIND OF MILK AND CREAM LESS THAN 1%.,Other Arab League Countries,
58,دول الجامعة العربية الاخرى,غيره من حليب ، غير محلى,4029110,0,19172.787,137502.116,0,751.416,11809.11,0,19924.203,149311.226,4029110,"OTHER MILK, UNSWEETENED",Other Arab League Countries,
59,دول الجامعة العربية الاخرى,أجبان مصنعة أو مطبوخة، غير مبشورة ولا مسحوقة,4063000,0,28708.567,287716.436,0,268.493,3166.004,0,28977.06,290882.44,4063000,"PROCESSED CHEESE, NOT GRATED OR POWDERED",Other Arab League Countries,
60,دول الجامعة العربية الاخرى,تمر مكنوز,8041021,0,60041.399,142837.197,0,673.654,2024.85,0,60715.053,144862.047,8041021,STORED DATES,Other Arab League Countries,
61,دول الجامعة العربية الاخرى,سكر بللورى (شفاف) مكرر,17019911,0,180571.574,310556.891,0,17.537,128.733,0,180589.111,310685.624,17019911,REFINED SUGAR CRYSTALS,Other Arab League Countries,
62,دول الجامعة العربية الاخرى,عجائن معكرونة وشعيرية وأصناف مماثلة غير محتوية على بيض,19021910,0,49877.849,318067.922,0,39.119,163.162,0,49916.968,318231.084,19021910,"MACARONI, VERMICELLI AND SIMILAR ITEMS WITHOUT EGGS",Other Arab League Countries,
63,دول الجامعة العربية الاخرى,بسكويت محلي,19053100,0,27168.975,137891.496,0,68.353,1093.986,0,27237.328,138985.482,19053100,SWEAT BISCUITS,Other Arab League Countries,
64,دول الجامعة العربية الاخرى,محضرات هشه متماسكة للقرمشة (فشار، شيبس) جاهزة للاستهلاك,19059080,0,8051.69,144055.391,0,12.867,38.106,0,8064.557,144093.497,19059080,"CRISPS (AS POP CORN, CHIPS AND THE LIKE)",Other Arab League Countries,
65,دول الجامعة العربية الاخرى,غيره من عصير مانجو,20098929,0,78710.291,202300.173,0,24.939,63.931,0,78735.23,202364.104,20098929,OTHER MANGO JUICE,Other Arab League Countries,
66,دول الجامعة العربية الاخرى,مشروبات غير غازية، محلاة تحتوي على نكهة الفواكة,22029060,0,59503.595,125720.215,0,92.535,585.731,0,59596.13,126305.946,22029060,"BEVERAGES NON GASEUS , SUGURED FRUIT FLAVORED",Other Arab League Countries,
67,دول الجامعة العربية الاخرى,زيوت نفط خام,27090000,0,7337603.751,8345429.142,0,0,0,0,7337603.751,8345429.142,27090000,CRUDE PETROLEUM OILS,Other Arab League Countries,
68,دول الجامعة العربية الاخرى,بنزين محركات,27101121,0,102539.3,167156.663,0,0,0,0,102539.3,167156.663,27101121,ENGINE  GASOLINE,Other Arab League Countries,
69,دول الجامعة العربية الاخرى,ديزل للمحركات,27101131,0,1797624.374,2360730.863,0,0,0,0,1797624.374,2360730.863,27101131,ENGINE DIESEL,Other Arab League Countries,
70,دول الجامعة العربية الاخرى,بنزين طبيعى,27101214,0,1320533.769,1488234.73,0,0,0,0,1320533.769,1488234.73,27101214,NATURAL GASOLINE,Other Arab League Countries,
71,دول الجامعة العربية الاخرى,وقود متعدد الغرض,27101229,0,600075.527,586729.847,0,0,0,0,600075.527,586729.847,27101229,FUEL FOR   OTHER PURPOSES,Other Arab League Countries,
72,دول الجامعة العربية الاخرى,ديزل لأغراض أخر,27101239,0,3263937.58,3465182.848,0,0,0,0,3263937.58,3465182.848,27101239,DIESEL FOR OTHER PURPOSES,Other Arab League Countries,
73,دول الجامعة العربية الاخرى,زيوت اساسية,27101911,0,640992.113,497567.99,0,0,0,0,640992.113,497567.99,27101911,BASE OILS,Other Arab League Countries,
74,دول الجامعة العربية الاخرى,بروبان,27111200,0,171574.035,244967.62,0,9644.114,17106.247,0,181218.149,262073.867,27111200,PROPANE,Other Arab League Countries,
75,دول الجامعة العربية الاخرى,بوتان,27111300,0,1226148.603,1791325.1,0,8572.01,16168.954,0,1234720.613,1807494.054,27111300,BUTANES,Other Arab League Countries,
76,دول الجامعة العربية الاخرى,غيره من شموع مواد معدنية,27129000,0,1341036.361,198379.352,0,0,0,0,1341036.361,198379.352,27129000,Other mineral waxes,Other Arab League Countries,
77,دول الجامعة العربية الاخرى,إيثيلين جلايكول (إيثان ديول),29053100,0,75821.662,129289.936,0,0,0,0,75821.662,129289.936,29053100,ETHYLENE GLYCOL (ETHANEDIOL),Other Arab League Countries,
78,دول الجامعة العربية الاخرى,أثيرات أُحادية البوتيل من أثيلين جلايكول,29094300,0,83785.212,149603.427,0,0,0,0,83785.212,149603.427,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,Other Arab League Countries,
79,دول الجامعة العربية الاخرى,غيرها من أدوية، مهيأة للبيع بالتجزئة,30049090,0,3319.724,474015.086,0,0.02,4.556,0,3319.744,474019.642,30049090,"OTHER MEDICINE, RETAIL",Other Arab League Countries,
80,دول الجامعة العربية الاخرى,أسمده (يوريا)ـ  وان كانت فى محاليل مائيه,31021000,0,141096.375,145886.172,0,37.5,138.281,0,141133.875,146024.453,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",Other Arab League Countries,
81,دول الجامعة العربية الاخرى, الوان محتوية على 80% وزنا اواكثرمن ثانى اوكسيدالتيتانيوم,32061100,0,18026.28,181080.853,0,7.8,82.2,0,18034.08,181163.053,32061100,PIGMENTS CONTAINING 80% OF WEIGHT OR MORE OF TITANIUM DIOXIDE,Other Arab League Countries,
82,دول الجامعة العربية الاخرى,شـامبو,33051000,0,18412.248,122673.809,0,20.272,118.181,0,18432.52,122791.99,33051000,SHAMPOOS,Other Arab League Countries,
83,دول الجامعة العربية الاخرى,بولي إيثلين وزنه النوعي يقل عن 0.94,39011000,0,645735.825,1954385.11,0,86.85,397.132,0,645822.675,1954782.242,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Other Arab League Countries,
84,دول الجامعة العربية الاخرى,بولي إيثلين وزنه النوعي 0.94 أو أكثر,39012000,0,592414.262,2043856.32,0,1444.445,5187.601,0,593858.707,2049043.921,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Other Arab League Countries,
85,دول الجامعة العربية الاخرى,بولى بروبيلين,39021000,0,808230.931,2866229.33,0,6976.2,26394.397,0,815207.131,2892623.727,39021000,POLYPRO PYLENE,Other Arab League Countries,
86,دول الجامعة العربية الاخرى,غيره من بولى ستيرين,39031900,0,45954.1,162543.937,0,245,1193.72,0,46199.1,163737.657,39031900,OTHER POLYSTRENE,Other Arab League Countries,
87,دول الجامعة العربية الاخرى,كلوريد بولى فنيل غير ممزوج بمواد اخر,39041000,0,31610.878,111925.755,0,2510.96,10959.917,0,34121.838,122885.672,39041000,"POLYVINYL CHLORIDE, NOT MIXED WITH OTHER",Other Arab League Countries,
88,دول الجامعة العربية الاخرى,بولي أثيرات أخر,39072000,0,23189.31,124963.796,0,0,0,0,23189.31,124963.796,39072000,OTHER POLYETHERS,Other Arab League Countries,
89,دول الجامعة العربية الاخرى,غيرها من الواح وصفائح ...الخ من بوليمرات ايثيلين,39201000,0,44930.111,263342.433,0,17.305,63.296,0,44947.416,263405.729,39201000,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",Other Arab League Countries,
90,دول الجامعة العربية الاخرى,غيرها من الواح وصفائح ، ...الخ ، من بوليمرات بروبيلين,39202000,0,23447.915,154434.898,0,0,0,0,23447.915,154434.898,39202000,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",Other Arab League Countries,
91,دول الجامعة العربية الاخرى,غيرها من الواح ، صفائح ، اشرطه، افلام،...الخ ، غير خلويه,39219000,0,34001.649,255050.968,0,260.016,1983.529,0,34261.665,257034.497,39219000,"OTHER PLASTIC SHEETS, FILM, ETC., NON-CELLULAR",Other Arab League Countries,
92,دول الجامعة العربية الاخرى,قوارير وزجاجات  ودوارق واصناف مماثله ، من لدائن,39233000,0,65362.367,321064.937,0,72.398,567.197,0,65434.765,321632.134,39233000,"CARBOYS, BOTTLES, FLASKS AND SIMILAR ARTICLES, PLASTIC",Other Arab League Countries,
93,دول الجامعة العربية الاخرى,غيرهامن اخشاب استوائية منشورة اومقطعة,44072900,0,1390.002,3427.558,0,39646.838,122001.361,0,41036.84,125428.919,44072900,OTHER SWAN WOOD OR CUT INTO CIRCULAR SLIDES,Other Arab League Countries,
94,دول الجامعة العربية الاخرى,غيرها من علب من ورق أو ورق مقوى مموج,48191090,0,25651.597,146945.294,0,61.345,707.936,0,25712.942,147653.23,48191090,OTHERS BOXES OF CORRUGATED PAPER OR PAPERBOARD,Other Arab League Countries,
95,دول الجامعة العربية الاخرى,غيرها من علب من ورق أو ورق مقوى غير مموج,48192090,0,36821.839,623666.02,0,8.296,65.086,0,36830.135,623731.106,48192090,OTHERS BOXES OF NON-CORRUGATED PAPER OR PAPERBOARD,Other Arab League Countries,
96,دول الجامعة العربية الاخرى,غيرها من مواسير وأنابيب صلب مقاوم للصداء,73041900,0,3745.741,14536.396,0,17277.16,114158.407,0,21022.901,128694.803,73041900, Other Pipe Of stainless steel,Other Arab League Countries,
97,دول الجامعة العربية الاخرى,"ألواح مستطيلة من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76061200,0,36605.717,359150.682,0,21.502,202.163,0,36627.219,359352.845,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Other Arab League Countries,
98,دول الجامعة العربية الاخرى,"غيرها من ألواح من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76069200,0,36129.927,360368.758,0,0,0,0,36129.927,360368.758,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Other Arab League Countries,
99,دول الجامعة العربية الاخرى,موصلات كهرباء اخر لضغط يزيد عن 1000 ف يزيدالمقطع عن10ملم,85446010,0,7828.486,122070.078,0,23.163,1166.078,0,7851.649,123236.156,85446010,OTHER CONDUCTORS OVER 10 MM WIDE AND OVER 1000 V,Other Arab League Countries,
100,دول الجامعة العربية الاخرى,اسلاك كهرباءلايزيد مقطع العرض عن 10ملم لضغط يزيدعن 1000ف,85446020,0,12144.632,192981.594,0,71.378,752.962,0,12216.01,193734.556,85446020,ELECTRIC WIRES OF CROSS-SECTION 10mm FOR TENSION EXCEED,Other Arab League Countries,
101,دول الجامعة العربية الاخرى,سيارات خاصة موديل سنة التخليص أو التي تليها (<1000سم3),87032111,0,0,0,3373,5944.254,214459.69,3373,5944.254,214459.69,87032111,"PRIVATE CARS, CURRENT, SPARK-IGNITION, NOT OVER 1000 CC",Other Arab League Countries,
102,دول الجامعة العربية الاخرى,سيارات خاصة موديل السنة الأولى السابقة للتخليص (<1000سم3),87032112,0,0,0,23070,40785.679,935017.841,23070,40785.679,935017.841,87032112,"PRIVATE CARS, 1-YEAR, SPARK-IGNITION, NOT OVER 1000 CC",Other Arab League Countries,
103,دول الجامعة العربية الاخرى,غيرها من مركبات تشعل بالشرر سعة اسطواناتها (1501-3000) سم3,87032390,0,0,0,3014,4973.851,184474.087,3014,4973.851,184474.087,87032390,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",Other Arab League Countries,
104,دول الجامعة العربية الاخرى,شاحنات صغيره(وانيت)ـ ،اشعال بالانضغاط، لايزيد وزنها عن 5 طن,87042110,0,0,0,33818,12477.075,333682.561,33818,12477.075,333682.561,87042110,"PICKUPS, COMPRESSION IGNITION, 5 TONS AND LESS",Other Arab League Countries,
105,دول الجامعة العربية الاخرى,سفن طوافه ، ومعديات وسفن مماثله معده لنقل الاشخاص،,89011000,0,0,0,6,1275.269,377493.75,6,1275.269,377493.75,89011000,"CRUISE SHIPS, FERRY-BOATS AND THE LIKE FOR PERSONS",Other Arab League Countries,
106,دول الجامعة العربية الاخرى,حفائظ اطفال,96190010,0,34068.126,385183.877,0,95.934,416.023,0,34164.06,385599.9,96190010,DIAPERS FOR CHILDREN,Other Arab League Countries,
107,دول الجامعة العربية الاخرى,سلع أخرى,99999999,0,6572533.104,9741635.785,0,310922.014,1671149.58,0,6883455.118,11412785.365,99999999,Other Commodities,Other Arab League Countries,
108,دول اسلامية عدا العربية,تمر طازج,8041010,0,21383.076,105780.701,0,370.58,268.831,0,21753.656,106049.532,8041010,FRESH DATES,Islamic not Arabic countries,
109,دول اسلامية عدا العربية,العسل الطبيعي الغني بعسل ملكة النحل,21069094,0,1719.361,42704.063,0,4.114,101.894,0,1723.475,42805.957,21069094,NATURAL HONEY RICH IN ROYAL JELLY,Islamic not Arabic countries,
110,دول اسلامية عدا العربية,اغذيه للطيور الدواجن,23099020,0,27104.891,57351.052,0,0,0,0,27104.891,57351.052,23099020,POULTRY FOOD,Islamic not Arabic countries,
111,دول اسلامية عدا العربية,اسمنت كلنكر,25231000,0,1462188,169464.708,0,0,0,0,1462188,169464.708,25231000,CEMENT CLINKERS,Islamic not Arabic countries,
112,دول اسلامية عدا العربية,اكسيلول,27073000,0,206350,670570.437,0,0,0,0,206350,670570.437,27073000,XYLOLE,Islamic not Arabic countries,
113,دول اسلامية عدا العربية,زيوت نفط خام,27090000,0,14504343.252,16916975.483,0,0,0,0,14504343.252,16916975.483,27090000,CRUDE PETROLEUM OILS,Islamic not Arabic countries,
114,دول اسلامية عدا العربية,نافثا خفيفـه,27101111,0,105618.12,152782.197,0,0,0,0,105618.12,152782.197,27101111,LIGHT NAPHTHA,Islamic not Arabic countries,
115,دول اسلامية عدا العربية,نافثا كامله,27101112,0,663493.021,819203.344,0,0,0,0,663493.021,819203.344,27101112,FULL WHOLE NAPHTHA,Islamic not Arabic countries,
116,دول اسلامية عدا العربية,بنزين محركات,27101121,0,350313.594,450761.784,0,0,0,0,350313.594,450761.784,27101121,ENGINE  GASOLINE,Islamic not Arabic countries,
117,دول اسلامية عدا العربية,ديزل للمحركات,27101131,0,793140.136,882059.434,0,0,0,0,793140.136,882059.434,27101131,ENGINE DIESEL,Islamic not Arabic countries,
118,دول اسلامية عدا العربية,بنزين طبيعى,27101214,0,320226.316,445825.805,0,0,0,0,320226.316,445825.805,27101214,NATURAL GASOLINE,Islamic not Arabic countries,
119,دول اسلامية عدا العربية,وقود متعدد الغرض,27101229,0,83823.148,114578.715,0,0,0,0,83823.148,114578.715,27101229,FUEL FOR   OTHER PURPOSES,Islamic not Arabic countries,
120,دول اسلامية عدا العربية,ديزل لأغراض أخر,27101239,0,843171.648,1038265.684,0,0,0,0,843171.648,1038265.684,27101239,DIESEL FOR OTHER PURPOSES,Islamic not Arabic countries,
121,دول اسلامية عدا العربية,غاز طبيعيى ، مسيل,27111100,0,563774.931,751276.984,0,0,0,0,563774.931,751276.984,27111100,"NATURAL GAS, LIQUEFIED",Islamic not Arabic countries,
122,دول اسلامية عدا العربية,بروبان,27111200,0,180673.238,235299.673,0,0,0,0,180673.238,235299.673,27111200,PROPANE,Islamic not Arabic countries,
123,دول اسلامية عدا العربية,بوتان,27111300,0,186929.292,245159.408,0,0,0,0,186929.292,245159.408,27111300,BUTANES,Islamic not Arabic countries,
