,Unnamed: 0,Unnamed: 1,الصادرات حسب مجموعات الدول و أهم الاصناف,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,R
0,,,Exports by Country Groups and Major Commodities,,,,,,,,,,,,,
1,الوزن طن,القيمة بالاف ريال,,,,,عام,2020,Year,,,,,Weight(Tons),Value (000 S R),
2,,,كود السلعة,الكمية,صادرات,,,إعادة,,,المجموع,,,,,
3,,,,,Export,,,ReExport,,,Total,,,,,
4,مجموعة الدول,الوصف,,Units,الوزن طن,القيمة بالالف ريال,الكمية,الوزن طن,القيمة بالالف ريال,الكمية,الوزن طن,القيمة بالالف ريال,Commodity Code,Commodity,Country Group,
5,,,,,Weight Tons,Value  (000 S R),Units,Weight Tons,Value  (000 S R),Units,Weight Tons,Value  (000 S R),,,,
274,دول استراليا وجزر الباسفيك,صـابون اصطناعى محضـر لاسـتعمالات خاصـه,34011930,0,169.035,1109.359,0,0,0,0,169.035,1109.359,34011930,ARTIFICIAL SOAP PREPARED FOR SPECIAL USE,Australia and Oceania,
275,دول استراليا وجزر الباسفيك,غيرها من شموع محضره,34049090,0,291.752,2186.107,0,0,0,0,291.752,2186.107,34049090,OTHER PREPARED WAXES,Australia and Oceania,
276,دول استراليا وجزر الباسفيك,غيرها من عوامل محفزه مساعده ( معززه )ـ,38151900,0,150.38,5663.326,0,0,0,0,150.38,5663.326,38151900,OTHER SUPPORTED CATALYSTS,Australia and Oceania,
277,دول استراليا وجزر الباسفيك,بولي إيثلين وزنه النوعي يقل عن 0.94,39011000,0,3713.03,8181.239,0,0,0,0,3713.03,8181.239,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,Australia and Oceania,
278,دول استراليا وجزر الباسفيك,بولي إيثلين وزنه النوعي 0.94 أو أكثر,39012000,0,7675.139,21243.329,0,0,0,0,7675.139,21243.329,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,Australia and Oceania,
279,دول استراليا وجزر الباسفيك,بولى بروبيلين,39021000,0,32278.816,109856.492,0,0,0,0,32278.816,109856.492,39021000,POLYPRO PYLENE,Australia and Oceania,
280,دول استراليا وجزر الباسفيك,راتنجات امينيه اخر,39093000,0,260,1529.014,0,0,0,0,260,1529.014,39093000,OTHER AMINO-RESINS,Australia and Oceania,
281,دول استراليا وجزر الباسفيك,غيرها من الواح وصفائح ...الخ من بوليمرات ايثيلين,39201000,0,1337.842,7366.943,0,0,0,0,1337.842,7366.943,39201000,"OTHER SHEETS, ETC., OF POLYMERS OF ETHYLENE",Australia and Oceania,
282,دول استراليا وجزر الباسفيك,غيرها من صواني وأطباق وأكواب من ورق,48236900,0,242.859,2891.439,0,0,0,0,242.859,2891.439,48236900,"Trays, Dishes and Cups of Paper",Australia and Oceania,
283,دول استراليا وجزر الباسفيك,غيرها من خيوط غزل منسوجه,54023900,0,116.549,1154.042,0,0,0,0,116.549,1154.042,54023900,OTHER TEXTURED YARN,Australia and Oceania,
284,دول استراليا وجزر الباسفيك,غيرها، من خيوط من بوليسترات,54024700,0,1408.306,14577.058,0,0,0,0,1408.306,14577.058,54024700," Other theded, of polyesters",Australia and Oceania,
285,دول استراليا وجزر الباسفيك,غيرها، من خيوط من بولي بروبيلين,54024800,0,621.935,4747.363,0,0,0,0,621.935,4747.363,54024800," Other theded, of polypropylene",Australia and Oceania,
286,دول استراليا وجزر الباسفيك,خيوط غزل من بوليستر ، مزويه او متعدده الزوى,54026200,0,223.579,2277.684,0,0,0,0,223.579,2277.684,54026200,"POLYESTERS, MULTIPLE YARN",Australia and Oceania,
287,دول استراليا وجزر الباسفيك,غيرها من خيوط غزل تركيبيه مزويه او متعدده الزوى,54026900,0,1742.634,16693.866,0,0,0,0,1742.634,16693.866,54026900,OTHER MULTIPLE SYNTHETIC YARN,Australia and Oceania,
288,دول استراليا وجزر الباسفيك,نسج متحصل عليها من اشرطه او اشكال مماثله,54072000,0,1214.823,10027.889,0,0,0,0,1214.823,10027.889,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,Australia and Oceania,
289,دول استراليا وجزر الباسفيك,غيرها من سجاد من مواد نسجيه تركيبيه او اصطناعيه معقوده,57033090,0,1166.927,11929.03,0,0,0,0,1166.927,11929.03,57033090,OTHER TUFTED MANMADE TEXTILE CARPETS,Australia and Oceania,
290,دول استراليا وجزر الباسفيك,"بلاطات لاتتجاوز مساحة سطحها عن 0,3 م2، من لباد",57041000,0,602.332,4684.189,0,0,0,0,602.332,4684.189,57041000,"TILES OF A MAXIMUM AREA OF 0.3 M2, FELT",Australia and Oceania,
291,دول استراليا وجزر الباسفيك,بياضات اخر للمائده من الياف تركيبيه او اصطناعيه,63025300,0,217.815,2704.067,0,0,0,0,217.815,2704.067,63025300,TABLE LINEN OF MAN-MADE FIBERS,Australia and Oceania,
292,دول استراليا وجزر الباسفيك,غيره من زجاج معتم ( غير شفاف )ـ  غير مسـلح,70052900,0,4469.564,13051.778,0,0,0,0,4469.564,13051.778,70052900,OTHER NON-WIRED FLOAT GLASS,Australia and Oceania,
293,دول استراليا وجزر الباسفيك,غيره من زجاج مامون معالج,70071900,0,666.342,1538.452,0,0,0,0,666.342,1538.452,70071900,OTHER TEMPERED SAFETY GLASS,Australia and Oceania,
294,دول استراليا وجزر الباسفيك,غيرها من قناني وبرطمانات من زجاج,70109000,0,22701.364,42185.544,0,0,0,0,22701.364,42185.544,70109000,OTHER BOTTLES AND BEAKERS OF GLASS,Australia and Oceania,
295,دول استراليا وجزر الباسفيك,عوازل (الحرارة، الصوت، الكهرباء) من ألياف زجاجية,70199040,0,277.95,1600.536,0,0,0,0,277.95,1600.536,70199040,"INSULATION (HEAT, SOUND, ELECTRICITY) OF GLASS FIBERS",Australia and Oceania,
296,دول استراليا وجزر الباسفيك,سبائك ذهب,71081210,0,8.064,1473112.787,0,0,0,0,8.064,1473112.787,71081210,GOLD INGOTS,Australia and Oceania,
297,دول استراليا وجزر الباسفيك,خردة وفضلات من ألومنيوم,76020000,0,821.53,5017.29,0,0,0,0,821.53,5017.29,76020000,ALUMINIUM WASTE AND SCRAP,Australia and Oceania,
298,دول استراليا وجزر الباسفيك,"ألواح مستطيلة من ألومنيوم، غير مخلوط، يزيد سمكها عن 0,2مم",76061100,0,2717.404,24050.794,0,0,0,0,2717.404,24050.794,76061100,"RECTANGULAR UNALLOYED ALUMINUM PLATES, OVER 0.2MM THICK",Australia and Oceania,
299,دول استراليا وجزر الباسفيك,"ألواح مستطيلة من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76061200,0,531.708,4695.431,0,0,0,0,531.708,4695.431,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Australia and Oceania,
300,دول استراليا وجزر الباسفيك,"غيرها من ألواح من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76069200,0,1144.563,10497.598,0,0,0,0,1144.563,10497.598,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",Australia and Oceania,
301,دول استراليا وجزر الباسفيك,علب للمشروبات الغازية وعصير الفواكه، من ألومنيوم,76129010,0,111.51,3094.567,0,0,0,0,111.51,3094.567,76129010,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",Australia and Oceania,
302,دول استراليا وجزر الباسفيك,سدادات واغطيه مرنه ( من فلين )ـ,83091000,0,160.671,3941.995,0,0,0,0,160.671,3941.995,83091000,CROWN CORKS,Australia and Oceania,
303,دول استراليا وجزر الباسفيك,سدادات،واغطيه لولبيه واصناف مماثله للقواريرمن معدن عادى,83099020,0,381.612,10936.652,0,0,0,0,381.612,10936.652,83099020,"STOPPERS, SCREW COVERS AND THE LIKE FOR BOTTLES",Australia and Oceania,
304,دول استراليا وجزر الباسفيك,غيرها من مضخات سوائل,84138190,0,0,0,2,20,1190.749,2,20,1190.749,84138190,OTHER LIQUID PUMPS,Australia and Oceania,
305,دول استراليا وجزر الباسفيك,انظمه الرى الكامله بجميع انواعها للزراعه اوالبستنه,84248110,0,602.067,5016.836,0,0,0,0,602.067,5016.836,84248110,COMPLETE IRRIGATION SYSTEMS OF ALL KINDS,Australia and Oceania,
306,دول استراليا وجزر الباسفيك,"محولات بعوازل سائله قدرتها بين 651 ك/ف/ا - 10,000 ك/ف/ا",85042200,0,110.85,1742.436,0,0,0,0,110.85,1742.436,85042200,"LIQUID DIELECTRIC TRANSFORMERS, 651 TO 10,000 KVA",Australia and Oceania,
307,دول استراليا وجزر الباسفيك,"محولات بعوازل سائله تزيد قدرتها عن 10,000كيلو فولت امبير",85042300,0,98.38,1555.238,0,0,0,0,98.38,1555.238,85042300,"LIQUID DIELECTRIC TRANSFORMERS, OVER 10,000 KVA",Australia and Oceania,
308,دول استراليا وجزر الباسفيك,اجهزه وادوات اخر للمساحه ، او لعلوم المياه ، ...الخ,90158000,0,0,0,0,1.7,1048.689,0,1.7,1048.689,90158000,"OTHER INSTRUMENTS FOR SURVEYING, HYDROGRAPHIC , ETC.",Australia and Oceania,
309,دول استراليا وجزر الباسفيك,اجزاء ولوازم لاجهزه المساحه او لعلوم المياه ، ...الخ,90159000,0,0,0,0,2.735,1666.632,0,2.735,1666.632,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",Australia and Oceania,
310,دول استراليا وجزر الباسفيك,غيرها من أجهزة لقياس أو فحص الأقراص الرقيقة، ذات أداة تسجيل,90308400,0,0,0,0,0.63,3334.464,0,0.63,3334.464,90308400," Other, with a recording device",Australia and Oceania,
311,دول استراليا وجزر الباسفيك,سلع أخرى,99999999,0,3454.465,20518.849,0,823.669,13139.52,0,4278.134,33658.369,99999999,Other Commodities,Australia and Oceania,
312,دول امريكا الشمالية,اكسيلول,27073000,0,67550,219515.546,0,0,0,0,67550,219515.546,27073000,XYLOLE,North America,
313,دول امريكا الشمالية,زيوت نفط خام,27090000,0,27624364.064,26785858.836,0,0,0,0,27624364.064,26785858.836,27090000,CRUDE PETROLEUM OILS,North America,
314,دول امريكا الشمالية,بنزين محركات,27101121,0,43999.539,39549.118,0,0,0,0,43999.539,39549.118,27101121,ENGINE  GASOLINE,North America,
315,دول امريكا الشمالية, وقود طائرات نفاثة,27101122,0,65097.182,85992.971,0,0,0,0,65097.182,85992.971,27101122,JET AIRPLANE FUEL,North America,
316,دول امريكا الشمالية,بنزين طبيعى,27101214,0,88423.078,50020.863,0,0,0,0,88423.078,50020.863,27101214,NATURAL GASOLINE,North America,
317,دول امريكا الشمالية,زيوت اساسية,27101911,0,185051.774,104435.092,0,0,0,0,185051.774,104435.092,27101911,BASE OILS,North America,
318,دول امريكا الشمالية,نشادر لامائي,28141000,0,422619.5,562360.201,0,0,0,0,422619.5,562360.201,28141000,ANHYDROUS AMMONIA,North America,
319,دول امريكا الشمالية,كبريتات من نحاس،,28332500,0,9590.54,191711.881,0,0,0,0,9590.54,191711.881,28332500,SULPHATES OF COPPER,North America,
320,دول امريكا الشمالية,بارا كسيلين,29024300,0,147048.36,336192.765,0,0,0,0,147048.36,336192.765,29024300,P-XYLENE,North America,
321,دول امريكا الشمالية,إيثيلين جلايكول (إيثان ديول),29053100,0,50145.225,108817.692,0,0,0,0,50145.225,108817.692,29053100,ETHYLENE GLYCOL (ETHANEDIOL),North America,
322,دول امريكا الشمالية,غيرها من كحولات دوريه عطريه,29062900,0,45926.738,94172.951,0,0,0,0,45926.738,94172.951,29062900,OTHER AROMATIC CYCLIC ALCOHOLS,North America,
323,دول امريكا الشمالية,أثيرات أُحادية البوتيل من أثيلين جلايكول,29094300,0,60800,93969.353,0,0,0,0,60800,93969.353,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,North America,
324,دول امريكا الشمالية,استيرات حمض، ميثا كريليك,29161400,0,7352.598,61243.875,0,0,0,0,7352.598,61243.875,29161400,ESTERS OF METHACRYLIC ACID,North America,
325,دول امريكا الشمالية,أسمده (يوريا)ـ  وان كانت فى محاليل مائيه,31021000,0,567194.4,452638.982,0,0,0,0,567194.4,452638.982,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",North America,
326,دول امريكا الشمالية,عطور، سائلة أو جامدة (بارفيوم),33030010,0,7.137,152.21,0,239.121,39820.43,0,246.258,39972.64,33030010,"PERFUMES, LIQUID OR SOLID",North America,
327,دول امريكا الشمالية,عوامل محفزه مساعده ( معززه )ـ  تحتوى على معدن ثمين,38151200,0,32.586,12669.617,0,331.934,127096.471,0,364.52,139766.088,38151200,SUPPORTED CATALYSTS WITH PRECIOUS METAL,North America,
328,دول امريكا الشمالية,غيرها من عوامل محفزه مساعده ( معززه )ـ,38151900,0,0,0,0,864.192,92743.189,0,864.192,92743.189,38151900,OTHER SUPPORTED CATALYSTS,North America,
329,دول امريكا الشمالية,غيرها من محضرات بادئة ومعجلة للتفاعل الكيماوي,38159000,0,869.435,5118.633,0,725.859,142872.076,0,1595.294,147990.709,38159000,"OTHER INITIATORS, ACCELERATORS OR CATALYSTS",North America,
330,دول امريكا الشمالية,الكيل بنزينات المخلوطه والكيل نفثالينات المخلوطه,38170000,0,17033.913,70935.763,0,0,0,0,17033.913,70935.763,38170000,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,North America,
331,دول امريكا الشمالية,بولى بروبيلين,39021000,0,18301.471,72657.001,0,0,0,0,18301.471,72657.001,39021000,POLYPRO PYLENE,North America,
332,دول امريكا الشمالية,غيرها من الواح وصفائح ، ...الخ ، من بوليمرات بروبيلين,39202000,0,5418.87,38449.742,0,0.63,5.197,0,5419.5,38454.939,39202000,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",North America,
333,دول امريكا الشمالية,غيرها من الواح ، صفائح ، اشرطه، افلام،...الخ ، غير خلويه,39219000,0,5646.381,42374.514,0,0,0,0,5646.381,42374.514,39219000,"OTHER PLASTIC SHEETS, FILM, ETC., NON-CELLULAR",North America,
334,دول امريكا الشمالية,غيرها من شعيرات مفردة قابلة للمط أو من بروبيلين,54041900,0,6695.997,86027.556,0,0,0,0,6695.997,86027.556,54041900, Other substrates can be solitary or polypropylene,North America,
335,دول امريكا الشمالية,نسج متحصل عليها من اشرطه او اشكال مماثله,54072000,0,12520.406,120934.912,0,0,0,0,12520.406,120934.912,54072000,WOVEN FABRICS OBTAINED FROM STRIP OR THE LIKE,North America,
336,دول امريكا الشمالية,لامنسوجات من شعيرات تركيبية اواصطناعية تزن اكثرمن 25 جم/م2,56031100,0,8881.038,82818.374,0,0.1,15.201,0,8881.138,82833.575,56031100,W/OUT FABRICS OF IND/SYNTH. CAPILLARY WT. > 25 GR./M2,North America,
337,دول امريكا الشمالية,غيرها من قناني وبرطمانات من زجاج,70109000,0,24874.821,49544.932,0,0,0,0,24874.821,49544.932,70109000,OTHER BOTTLES AND BEAKERS OF GLASS,North America,
338,دول امريكا الشمالية,غيرها من مواسير وأنابيب صلب مقاوم للصداء,73041900,0,9851.653,47592.971,0,0.055,0.045,0,9851.708,47593.016,73041900, Other Pipe Of stainless steel,North America,
339,دول امريكا الشمالية,مواسير حفر من صلب مقاوم للصداء,73042200,0,7200.066,68342.75,0,0,0,0,7200.066,68342.75,73042200, Drill pipe of stainless steel,North America,
340,دول امريكا الشمالية,غيرها من منشات او اجزاء من حديد او صلب,73089090,0,12291.638,77484.224,0,0,0,0,12291.638,77484.224,73089090,OTHER IRON OR STEEL STRUCTURES OR PARTS,North America,
341,دول امريكا الشمالية,فضلات وخرده نحاس,74040000,0,8593.693,183961.006,0,0,0,0,8593.693,183961.006,74040000,COPPER WASTE AND SCRAP,North America,
342,دول امريكا الشمالية,"ألواح مستطيلة من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76061200,0,58568.448,578389.001,0,0,0,0,58568.448,578389.001,76061200,"RECTANGULAR ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",North America,
343,دول امريكا الشمالية,"غيرها من ألواح من خلائط ألومنيوم، يزيد سمكها عن 0,2 مم",76069200,0,32097.319,341239.257,0,0,0,0,32097.319,341239.257,76069200,"OTHER ALLOYED ALUMINUM PLATES, OVER 0.2 MM THICK",North America,
344,دول امريكا الشمالية,علب للمشروبات الغازية وعصير الفواكه، من ألومنيوم,76129010,0,6306.439,134728.364,0,0,0,0,6306.439,134728.364,76129010,"CANS FOR AERATING BEVERAGES AND FRUIT JUICES, ALUMINUM",North America,
345,دول امريكا الشمالية,اجزاء لمحركات الطائرات,84091000,0,0,0,0,7.014,66952.383,0,7.014,66952.383,84091000,PARTS FOR AIRCRAFT ENGINES,North America,
346,دول امريكا الشمالية,غيرها من أجزاء عنفات نفاثة وعنفات دافعة,84119900,0,2.049,12260.944,0,184.833,84609.999,0,186.882,96870.943,84119900,OTHER PARTS FOR TURBO-JETS OR TURBO-PROPELLERS,North America,
347,دول امريكا الشمالية,اجزاء لمضخات السوائل,84139100,0,2268.537,39319.336,0,41.694,3113.656,0,2310.231,42432.992,84139100,PARTS OF LIQUID PUMPS,North America,
348,دول امريكا الشمالية,غيرها من اجزاء للالات للاصناف الداخله فى البنود30/8426/84،29/84،,84314900,0,0.586,5.52,0,75.801,40753.91,0,76.387,40759.43,84314900,"OTHER PARTS FOR HEADINGS 84.26, 84.29 OR 84.30",North America,
349,دول امريكا الشمالية,اجزاء معدة للاستعمال في المحركات والمولدات الكهربائية,85030000,0,0,0,0,165.899,87242.467,0,165.899,87242.467,85030000,"PARTS FOR ELECTRIC MOTORS, GENERATORS OR GENERATING SET",North America,
350,دول امريكا الشمالية,معدات واجهزه اخر لمحركات اطلاق الحركه الكهربائه,85118000,0,1.895,6.75,0,5127.257,119952.749,0,5129.152,119959.499,85118000,OTHER EQUIPMENT FOR STARTING ENGINES,North America,
351,دول امريكا الشمالية,غيرها من معالجات وأجهزة تحكم أو ذاكرات أو مضخمات,85423900,0,0,0,0,1.701,41149.912,0,1.701,41149.912,85423900, Other Processors and controllers Or Memories Or Amplifiers,North America,
352,دول امريكا الشمالية,سيارات خاصة موديل السنة الأولى السابقة للتخليص (1501-3000) سم3,87032312,0,0,0,81,120.702,117608.205,81,120.702,117608.205,87032312,"PRIVATE CARS, 1 YEAR, SPARK IGNITION, 1501 TO 3000 CC",North America,
353,دول امريكا الشمالية,غيرها من مركبات تشعل بالشرر سعة اسطواناتها (1501-3000) سم3,87032390,0,0,0,13,20.619,77355.901,13,20.619,77355.901,87032390,"OTHER VEHICLES, SPARK IGNITION, 1501 TO 3000 CC",North America,
354,دول امريكا الشمالية,غيرها من مقطورات وعرابات  ، غير اليه الحركه,87163990,0,0,0,0,3148.724,36246.27,0,3148.724,36246.27,87163990,"OTHER TRAILERS FOR TRANSPORT OF GOODS, NOT MECHANICAL",North America,
355,دول امريكا الشمالية,طائرات عمودية لا يتجاوز وزنها فارغة 2000 كجم,88021100,0,0,0,0,9.424,60768.75,0,9.424,60768.75,88021100,"HELICOPTERS OF AN UNLADEN WEIGHT NOT EXCEEDING 2,000 kg",North America,
356,دول امريكا الشمالية,اجزاء اخر للطائرات العاديه او الطائرات العموديه,88033000,0,0,0,0,312.555,326474.404,0,312.555,326474.404,88033000,OTHER PARTS OF AEROPLANES OR HELICOPTERS,North America,
357,دول امريكا الشمالية,غيرها من اجهزة تدريب,88052900,0,0,0,0,53.969,343556.924,0,53.969,343556.924,88052900,OTHER  FLYING TRAINING MACHINES,North America,
358,دول امريكا الشمالية,سفن قاطرات وسفن دافعة,89040000,0,0,0,1,769,63750,1,769,63750,89040000,TUGS AND PUSHER CRAFT,North America,
359,دول امريكا الشمالية,منصات حفر عائمة أو غاطسة,89052000,0,0,0,1,4699,86250,1,4699,86250,89052000,FLOATING OR SUBMERSIBLE DRILLING PLATFORMS,North America,
360,دول امريكا الشمالية,اجزاء ولوازم لاجهزه المساحه او لعلوم المياه ، ...الخ,90159000,0,0,0,0,18.332,221494.666,0,18.332,221494.666,90159000,"PARTS FOR SURVEYING, HYDROGRAPHIC, ETC., INSTRUMENTS",North America,
361,دول امريكا الشمالية,غيرها من قطع أثرية يتجاوز عمرها مائة عام,97060090,0,0,0,0,27.49,95743.894,0,27.49,95743.894,97060090,OTHER ANTIQUES OVER 100 YEARS OLD,North America,
362,دول امريكا الشمالية,سلع أخرى,99999999,0,211996.169,601451.453,0,8098.461,741096.791,0,220094.63,1342548.244,99999999,Other Commodities,North America,
363,دول امريكا الجنوبية,غيره من حليب ، غير محلى,4029110,0,2529.492,8525.224,0,0,0,0,2529.492,8525.224,4029110,"OTHER MILK, UNSWEETENED",South America,
364,دول امريكا الجنوبية,تمر مكنوز,8041021,0,773,4096.9,0,0,0,0,773,4096.9,8041021,STORED DATES,South America,
365,دول امريكا الجنوبية,كبريت، عدا زهر الكبريت أو الكبريت المرسب,25030000,0,7824,4678.394,0,0,0,0,7824,4678.394,25030000,"SULPHUR EXCEPT SUBLIMED, PRECIPITATED OR COLLOIDAL",South America,
366,دول امريكا الجنوبية,اسمنت بورتلاندي ابيض,25232100,0,39000,3519.799,0,0,0,0,39000,3519.799,25232100,WHITE PORTLAND CEMENT,South America,
367,دول امريكا الجنوبية,زيوت نفط خام,27090000,0,2579945.32,2954918.066,0,0,0,0,2579945.32,2954918.066,27090000,CRUDE PETROLEUM OILS,South America,
368,دول امريكا الجنوبية,ديزل للمحركات,27101131,0,39864.724,45559.197,0,0,0,0,39864.724,45559.197,27101131,ENGINE DIESEL,South America,
369,دول امريكا الجنوبية,ديزل لأغراض أخر,27101239,0,45676.238,57067.532,0,0,0,0,45676.238,57067.532,27101239,DIESEL FOR OTHER PURPOSES,South America,
370,دول امريكا الجنوبية,غيره من شموع مواد معدنية,27129000,0,140084.6,20676.691,0,0,0,0,140084.6,20676.691,27129000,Other mineral waxes,South America,
371,دول امريكا الجنوبية,نشادر لامائي,28141000,0,834791.54,956421.518,0,0,0,0,834791.54,956421.518,28141000,ANHYDROUS AMMONIA,South America,
372,دول امريكا الجنوبية,صودا فى محلول مائي (غسل صودا كاوية) أو صودا سائلة,28151200,0,30000,22289.438,0,0,0,0,30000,22289.438,28151200,SODA LYE OR LIQUID SODA,South America,
373,دول امريكا الجنوبية,هيدروكربونات دورية (ستيرين),29025000,0,1150,3593.391,0,0,0,0,1150,3593.391,29025000,CYCLIC HYDROCARBONS (STYRENE),South America,
374,دول امريكا الجنوبية,ثانى كلوروايثان (كلورور الايثلين)ـ,29031500,0,10000,6249.375,0,3745.11,5319.227,0,13745.11,11568.602,29031500,"1,2-DICHLOROETHANE (ETHYLENE DICHLORIDE)",South America,
375,دول امريكا الجنوبية,بوتانولات اخر,29051400,0,5904.933,11828.274,0,0,0,0,5904.933,11828.274,29051400,OTHER BUTANOLS,South America,
376,دول امريكا الجنوبية,أثيرات أُحادية البوتيل من أثيلين جلايكول,29094300,0,129741.03,229161.794,0,0,0,0,129741.03,229161.794,29094300,Monobutyl ethers of Ethylene glycol or of diethylene glycol,South America,
377,دول امريكا الجنوبية,أحادي إيثانول أمين وأملاحه,29221100,0,3230.13,19716.832,0,0,0,0,3230.13,19716.832,29221100,MONOETHANOLAMINE AND ITS SALTS,South America,
378,دول امريكا الجنوبية,ثالث ايثانول أمين,29221310,0,1542.398,11229.075,0,0,0,0,1542.398,11229.075,29221310,TRIENIMA LONAHTE,South America,
379,دول امريكا الجنوبية,أسمده (يوريا)ـ  وان كانت فى محاليل مائيه,31021000,0,203485.6,162613.716,0,0,0,0,203485.6,162613.716,31021000,"UREA, WHETHER OR NOT IN AQUEOUS SOLUTION",South America,
380,دول امريكا الجنوبية,اسمده محتويه على نيتروجين ، وفوسفور وبوتاسيوم,31052000,0,15000,19687.5,0,0,0,0,15000,19687.5,31052000,"FERTILIZERS CONTAINING NITROGEN, PHOSPHORUS, POTASSIUM",South America,
381,دول امريكا الجنوبية,الكيل بنزينات المخلوطه والكيل نفثالينات المخلوطه,38170000,0,2088.78,10481.168,0,0,0,0,2088.78,10481.168,38170000,MIXED ALKYLBENZENES AND MIXED ALKYLNAPHTHALENES,South America,
382,دول امريكا الجنوبية,غيرها من محضرات الصناعات الكيماوية,38249099,0,0,0,0,105.647,3467.319,0,105.647,3467.319,38249099,OTHER PREPARATIONS OF THE CHEMICAL INDUSTRIES,South America,
383,دول امريكا الجنوبية,بولي إيثلين وزنه النوعي يقل عن 0.94,39011000,0,51782.325,157360.171,0,0,0,0,51782.325,157360.171,39011000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF LESS THAN 0.94,South America,
384,دول امريكا الجنوبية,بولي إيثلين وزنه النوعي 0.94 أو أكثر,39012000,0,37984.827,134094.282,0,0,0,0,37984.827,134094.282,39012000,POLYETHYLENE HAVING SPECIFIC GRAVITY OF 0.94 OR MORE,South America,
385,دول امريكا الجنوبية,غيرها من بوليمرات اثيلين,39019000,0,5404.5,11824.714,0,0,0,0,5404.5,11824.714,39019000,OTHER ETHYLENE POLYMERS,South America,
386,دول امريكا الجنوبية,بولى بروبيلين,39021000,0,245436.547,932426.738,0,49.5,364.315,0,245486.047,932791.053,39021000,POLYPRO PYLENE,South America,
387,دول امريكا الجنوبية,بوليمرات بروبلين مركبة,39023000,0,4953.202,21467.268,0,0,0,0,4953.202,21467.268,39023000,PROPYLENE COPOLYMERS,South America,
388,دول امريكا الجنوبية,كوبو ليمرات اكريلونترايل - بيوتادين - ستيرين مركبه,39033000,0,1658.25,9219.484,0,0,0,0,1658.25,9219.484,39033000,ACRYLONITRILE-BUTADIENE-STYRENE (ABS) COPOLYMERS,South America,
389,دول امريكا الجنوبية,بولى ميثيل ميتاكريلات,39061000,0,1724.044,8842.611,0,0,0,0,1724.044,8842.611,39061000,POLYMETHYL METHACRYLATE,South America,
390,دول امريكا الجنوبية,راتنجات ايبوكسيديد,39073000,0,1131.675,9366.087,0,0,0,0,1131.675,9366.087,39073000,EPOXIDE RESINS,South America,
391,دول امريكا الجنوبية,بولى كربونات,39074000,0,5858.4,51404.074,0,0,0,0,5858.4,51404.074,39074000,POLYCARBONATES,South America,
392,دول امريكا الجنوبية,غيرها من الواح وصفائح ، ...الخ ، من بوليمرات بروبيلين,39202000,0,5462.814,33242.253,0,0,0,0,5462.814,33242.253,39202000,"OTHER SHEETS, ETC., OF POLYMERS OF PROPYLENE",South America,
393,دول امريكا الجنوبية,مطاط ايثيلين - بروبلين - ديين غير مترافق (EPDM),40027000,0,564.045,3859.586,0,0,0,0,564.045,3859.586,40027000,ETHYLENE-PROPYLENE-NON-CONJUGATED DIENE (EPDM),South America,
394,دول امريكا الجنوبية,مطاط مجدد، بأشكاله الأولية، بشكل ألواح ...الخ,40030000,0,947.096,3631.564,0,0,0,0,947.096,3631.564,40030000,"RECLAIMED RUBBER IN PRIMARY FORMS OR IN PLATES, ETC.",South America,
395,دول امريكا الجنوبية,ورق نصف كيماوي محزز (فلوتينج),48051100,0,4810.947,7666.903,0,0,0,0,4810.947,7666.903,48051100,SEMI-CHEMICAL AND NOTCHED PAPER (FLOATING),South America,
396,دول امريكا الجنوبية,غيره من زجاج مسحوب او منفوخ,70049000,0,6492.476,7512.982,0,0,0,0,6492.476,7512.982,70049000,OTHER DRAWN OR BLOWN GLASS,South America,
397,دول امريكا الجنوبية,زجاج معتم(غير شفاف)ـ غير مسلح ذو طبقه ماصه اوعاكسه للضوء,70051000,0,6362.574,7709.432,0,0,0,0,6362.574,7709.432,70051000,NON-WIRED FLOAT GLASS WITH REFLECTING LAYER,South America,
